CO2 (ppmv),Year
199.17080568979725,-63096.72066666667
201.6702793802828,-62917.4226
203.6954666984904,-62707.29413333334
199.7280299125443,-62163.77896666667
197.242366435254,-61946.87993333334
197.40343593339367,-61605.79266666668
200.14813320360096,-61010.89566666668
202.7086782342372,-60824.57333333335
202.5567478249938,-60602.00602222222
206.3768851547348,-59950.7233
210.90340290966515,-59604.1108
210.56770709704924,-59284.84403333334
207.954258455404,-59110.877466666665
213.77895408048403,-58867.61723333333
217.25313232793505,-58566.6315
212.87091028761077,-58423.05923333333
216.6606807562948,-58159.88306666667
223.45481611599996,-57783.46935
226.3532918442512,-57430.40500000001
231.2935761342168,-57155.06914999999
223.14855036746204,-56483.31999999999
224.3533976707648,-56267.01230000002
223.71829246142204,-55893.72470000001
217.3763243825505,-55526.26499999999
215.69652704379405,-55260.94264999999
212.4366913146648,-54553.58249999998
207.67411308560085,-54287.12940000001
210.2748744860088,-53959.53739999998
214.7766439566713,-53603.13
208.19350573591464,-53343.45915
216.8579026931373,-53064.48765000002
213.88701388029443,-52744.61249999999
217.95673832028172,-52437.125000000015
220.3743647767866,-52206.60319999998
221.13790909272413,-51856.25204999999
223.261990272584,-51450.45315000001
223.71721395019227,-51158.25250000001
221.1479059817251,-50850.742500000015
220.7236106732058,-50623.676
219.08254103386616,-50434.780900000005
213.81781717736385,-50136.81984999999
215.07712976760632,-49829.530000000006
211.57084710504336,-49481.4466
207.63643592103045,-49079.17010000002
207.40999031146947,-48577.41474999999
206.744026938688,-48270.5469
204.37676012041777,-48056.51000000001
203.8713291389937,-47778.31500000001
204.0580378539165,-47512.65525
200.12004323663527,-47352.98039999999
201.57862918592315,-47037.95264999999
200.97514386943084,-46477.85999999999
206.18208295015896,-46273.18175000001
205.65965094423697,-45993.7511
203.7878948817506,-45760.390000000014
204.2599351400208,-45574.35689999999
207.5966069009341,-45364.97619999998
210.2720270577908,-45136.27499999999
210.83763232817876,-44937.935000000005
214.1828461994789,-44796.4378
216.41663219437743,-44685.902
218.34888238109227,-44358.5475
219.24687294689664,-44231.255
221.7721744693644,-44107.33380000001
222.71746789063323,-43927.10855000001
217.51186974587569,-43746.05500000001
214.5013713408328,-43510.322400000005
213.9182293789752,-43330.38750000001
207.9533487146811,-43192.015
211.4870756888481,-43046.15699999999
210.4383494018988,-42866.0105
212.28537276723185,-42705.53499999998
204.82615482707928,-42540.50250000001
206.22156348649372,-42400.46499999999
201.99679013111552,-42254.44639999999
204.30591912829976,-42145.19614999999
201.68967291161368,-41859.01
203.18091908152516,-41711.15755
204.2219503591491,-41565.82055000001
201.66462398159248,-41400.662500000006
203.1620719019197,-41221.885
204.26047843855287,-41018.0782
206.35415471090323,-40899.867
204.82674347655345,-40678.3001
200.8960917386434,-40365.817500000005
199.89056576724948,-39950.68680000001
201.12434903906265,-39809.2075
205.4900663672548,-39655.9736
204.18539759772148,-39353.5942
201.5320304267976,-39217.90404000001
200.96619797440223,-38957.388600000006
200.46615960740988,-38804.3
201.48445246633037,-38603.43999999997
201.32268604261677,-38535.94648
197.90454896091208,-38358.4
193.690311850125,-38195.3
193.08131430805,-38162.1
192.5956555545,-38092.7
197.55250733926664,-37950.5
193.873098888,-37934.99999999999
193.581354240625,-37807.100000000006
196.6742707386,-37759.2
195.70159247466665,-37671.00000000001
200.402973875925,-37565.4
198.138503631,-37504.4
191.53156337775,-37452.9
204.77737582488,-37429.4
207.868080375675,-37389.8
209.326456305,-37369.9
209.495641888,-37353.2
208.685091262475,-37315.7
207.323585223,-37170.50000000001
204.2829889158,-37103.6
202.3448524395,-37026.8
205.98808959113333,-37005.6
205.650989878,-36924.7
206.085787558,-36862.6
206.543994036,-36773.4
204.455553872625,-36720.8
204.7919056404,-36671.8
208.23327262075,-36623.6
210.07869060075,-36583.2
207.2301825856,-36522.9
210.7947524055,-36462.8
207.99977968,-36409.2
207.411157001,-36334.2
206.5229252229,-36242.4
208.335059710425,-36215.59999999999
214.3603925775,-36138.5
211.213425214,-36050.3
214.2064208262,-35945.0
212.09241359079,-35827.2
212.135905967,-35697.5
214.2958990008333,-35668.600000000006
209.8366778265,-35511.3
212.5055286975,-35481.0
206.586570978,-35388.1
209.65639176,-35352.0
208.25190909,-35346.5
207.34584681975,-35193.2
210.157174784,-35168.600000000006
206.3568576216,-35073.4
203.514345808,-34989.8
202.76033458287495,-34870.2
203.7543230524,-34762.8
203.76951759,-34719.6
205.10239260525,-34641.8
198.9617645275,-34556.3
200.09164615275,-34311.8
201.7797825328,-34223.100000000006
204.123014498,-34136.5
198.799944457875,-33998.3
203.2886587452,-33904.6
200.5019756069,-33751.600000000006
201.81310262977505,-33722.50000000001
201.8276293501,-33617.99999999999
201.88660042935,-33580.7
202.041266727,-33558.5
201.06305549865,-33547.09999999999
200.29875552115,-33495.8
201.35769286432503,-33433.0
203.6185257355,-33409.4
204.46706210535,-33387.0
205.3761847385,-33331.7
203.60050857025,-33215.8
198.7828307793,-33139.6
203.0917776366,-32916.8
202.795646976,-32875.6
197.16130487225,-32760.6
198.89171239745,-32697.800000000003
200.2924224414,-32670.0
199.48892964,-32652.6
199.6474818549,-32606.9
196.201852015,-32384.4
196.266613322,-32362.800000000003
195.7913334535,-32300.800000000003
194.8874767012333,-32240.300000000003
195.93175875275,-32114.200000000004
195.41091567172495,-32041.5
196.47191999325,-32007.0
194.47027317217496,-31975.899999999994
194.46060405395,-31957.499999999993
195.2662323655,-31935.699999999997
195.627148340675,-31891.000000000007
200.03106638475,-31808.100000000006
197.79975641045,-31605.300000000003
197.12526326695,-31541.399999999994
196.89622890765,-31467.5
197.646004846875,-31198.300000000003
196.32609642975,-31059.0
196.70181603277496,-30930.9
199.302319209275,-30863.100000000006
195.93861278715,-30764.1
195.08012700165003,-30727.8
194.4295742917,-30644.6
194.606829741,-30561.1
194.110429478875,-30484.8
195.247244775875,-30411.2
192.46518778166669,-30357.9
196.9080549903,-30200.6
196.4166558834,-30197.5
193.90502757875,-30129.599999999995
193.3257604058,-30076.9
192.507154839675,-29983.9
192.9276430365,-29868.4
193.71283854975,-29842.1
189.946864958,-29574.1
188.4753253155,-29406.4
187.999563507075,-29155.2
190.3322228457,-28825.7
187.1432812245,-28763.0
182.936081584225,-28578.800000000003
184.2981804458,-28450.5
185.9886464213,-28362.7
186.5173876995,-28327.9
188.475316491,-28231.7
188.2467783878,-28151.5
191.5673410079,-28049.0
191.375496743275,-28002.1
190.9669244527,-27887.800000000003
191.28441196185,-27792.8
189.77280474485,-27731.2
189.24251845,-27659.2
189.2132558424,-27460.2
189.82870639425,-27416.1
191.0119519104,-27373.9
192.39141674277,-27299.6
188.0966829643,-27255.3
192.26433856792505,-27200.7
192.8724796734,-27058.9
193.2594032754,-26998.6
192.68758991725,-26952.7
193.8897968002,-26891.9
193.80250764615,-26774.3
192.8154242622,-26676.4
193.1001041801,-26627.4
189.6458701976,-26476.9
189.156744422,-26463.9
192.63389865615,-26419.7
191.5941937651,-26321.6
191.816137593,-26264.1
189.95757968037495,-26147.3
189.286787345625,-26023.2
188.98634898427505,-25977.1
189.27849064935,-25935.0
190.5849616488,-25916.4
187.586392521325,-25870.7
189.304523923175,-25768.6
190.6078690615,-25764.1
192.712370759625,-25737.0
191.46001174245,-25711.3
191.95350057715,-25636.4
191.5337587855875,-25599.7
191.23379793375,-25552.800000000003
191.953133708875,-25491.9
190.0614572262,-25330.1
194.928153007,-25220.2
186.271358966325,-25134.800000000003
187.3935686286,-25092.0
188.0846282088,-25004.9
186.43114764435,-24907.8
185.43660435787496,-24753.7
185.5131813934,-24587.1
186.0128248,-24510.7
183.7673068405,-24365.000000000004
184.5716823558,-24304.5
184.51815170625,-24066.000000000004
186.541161542,-23836.0
183.378918299,-23593.6
182.66041686875,-23401.1
180.69369987575,-23213.6
180.565516782075,-22693.6
186.726894870075,-22319.8
184.6823772,-22127.7
183.12944747075,-21923.8
187.985359152,-21650.5
186.77935625475,-21495.2
193.532820435975,-21408.4
197.67188495835,-21326.7
188.6041093398,-21235.0
190.08050149462505,-21157.3
190.53007546182505,-21063.8
189.397339585125,-21044.0
186.13368892427505,-20883.6
190.0135889095,-20799.300000000003
188.4866056205,-20700.8
185.207494535,-20654.1
184.67921815,-20600.1
187.0216472475,-20397.6
187.2242115241,-20342.2
191.2705275530216,-20280.886
187.38113959770783,-20105.594
190.7825043804128,-19963.629
187.9571766507431,-19840.593
185.22605259203291,-19612.853
187.24278170075527,-19395.184
190.05178294941015,-19262.702
188.40117180397905,-19117.69
190.87078412905063,-19014.428
192.65750201107116,-18878.392
187.76130879373025,-18716.489
193.92595404672443,-18586.804
189.9902249511881,-18457.601
190.47301770392272,-18263.307
193.72302093582547,-18068.696
196.05515178135056,-17933.882
193.60063929670704,-17841.188
191.41876528996983,-17679.493
188.95303905155183,-17618.151
191.51661846127155,-17492.725
191.584282023408,-17332.155
191.0855048576497,-17202.786
192.7099140092297,-17043.816
188.49917580509657,-16916.913
188.43646889385016,-16885.152
192.9746062473733,-16853.635
191.2709926696737,-16797.045
193.90294365325792,-16727.396
188.57060817148655,-16632.943
187.6657005045612,-16569.994
187.0879474951784,-16536.591
187.44688100668245,-16507.829
188.46984987600771,-16472.425
188.2127161368506,-16441.159
188.73157502184156,-16410.352
187.1210722823276,-16374.393
189.03208526365853,-16345.805
188.52153443206024,-16314.682
188.87750852438725,-16282.181
185.64837724764448,-16251.792000000001
189.0114574096496,-16223.163
184.87510819689115,-16189.755000000001
188.59044595252615,-16160.627
188.64072093684447,-16131.597000000002
187.7267726989902,-16100.092
187.78531136917945,-16074.45
188.9556833468375,-16042.042000000001
188.6564989836098,-16015.825
188.54215704394005,-15985.988000000001
191.7237910053392,-15957.158
190.2606131810841,-15930.994999999999
189.51763426245728,-15904.603
191.20739896471937,-15875.432
187.25256339861124,-15847.574
191.7049630706334,-15819.713
190.411456374954,-15793.75
189.5231390515472,-15767.048999999999
191.5189594499656,-15741.214
194.3760035369042,-15715.057
193.21020619774924,-15687.878
195.79039289658348,-15662.004
196.9632882286796,-15636.251
192.6236483930915,-15611.458999999999
192.37047527166976,-15584.589
191.5857343990861,-15560.867999999999
191.4761142959414,-15535.291000000001
193.00049226913703,-15510.991000000002
190.75739808941375,-15484.971000000001
191.8856673685563,-15460.026000000002
193.02021337722056,-15435.298999999999
190.50284337603904,-15410.496
194.651413175494,-15361.873
195.87573909141443,-15337.896
198.29417538469403,-15286.244999999999
198.631089252931,-15213.698
202.1012164231453,-15141.847000000002
204.3247383426767,-15044.774000000001
202.9290476816134,-14978.830999999998
205.18509194320177,-14919.314999999999
205.5254887694144,-14847.544999999998
210.24939480334604,-14783.527999999998
213.15469236971649,-14705.879
208.4614276166706,-14640.011999999999
208.65010901966775,-14603.508999999998
207.9470733853761,-14559.932
213.9380167825644,-14522.034
217.18722610003744,-14508.381000000001
211.7934498012063,-14481.323
212.94888538923,-14460.705999999998
209.50810411665643,-14441.885999999999
211.2133503062316,-14424.888
214.8309479320241,-14404.228
212.4297076897044,-14387.251
214.5978424508933,-14367.429
212.84367513227136,-14346.958
214.2212288682848,-14328.743
218.56382460975144,-14310.727
220.48517092637948,-14290.564
223.2363153157684,-14272.957
227.3244742360862,-14258.708
221.48984625503215,-14237.461
226.1908800011438,-14216.707
224.8625784974834,-14201.209
222.4115117516632,-14164.135
224.242360124708,-14133.0
224.4802221411913,-14083.783
222.39327867419095,-14064.67
224.4079901815647,-14048.978
223.7224506956352,-14045.492
223.7681909549173,-13986.522
223.5107392974745,-13970.254
222.36468715588023,-13894.953
224.8571801594681,-13817.681
222.1576434042996,-13754.787
222.75834505097237,-13699.43
223.5305343345643,-13596.395
223.2710402890986,-13512.934
224.74311624898783,-13460.078
225.38795165189697,-13432.846
228.9165200283857,-13395.237
227.64306095288396,-13370.944
225.77162913978188,-13330.741
228.26585961041695,-13293.443
230.18339813242304,-13268.875
227.84358475209112,-13231.113
228.8057322422929,-13206.516
229.6716065699829,-13183.528
234.47446894840783,-13145.81
228.9948074515769,-13122.534
225.38083520649624,-13084.777
228.3650655244248,-13061.48
227.65098593922204,-13037.256
229.78672581367329,-13026.478
228.890295544307,-13003.662
228.46979297537328,-12979.02
228.3587950722309,-12965.908
228.71528957073207,-12954.212
230.6301423785333,-12942.457
227.85150672131329,-12930.662
232.22123314488175,-12919.177
233.1674385645637,-12907.525
227.87363187172843,-12894.772
228.4041873231957,-12884.75
226.50690563613685,-12872.391
227.5760816830967,-12860.614
228.50250206425628,-12849.135
227.78536212593403,-12837.831
227.3927296719852,-12826.283
224.64412988292017,-12813.412
227.9025821178081,-12808.515
231.47501430697423,-12793.189
234.53668908061692,-12780.883
230.5296191365043,-12768.124
228.1794674192821,-12756.958
228.9069484734525,-12746.689
237.4924390193572,-12736.374
234.33541847308945,-12725.119
233.41678590018037,-12714.087
234.62208303328032,-12702.256
238.11592408247537,-12695.202
240.102021264826,-12679.987
237.970723841254,-12669.389
237.58632963935628,-12656.209
235.30951417343596,-12645.468
237.9659544143376,-12636.185
239.76503812675872,-12625.933
239.85999766133676,-12613.518
241.729807649943,-12602.933
235.8323421305916,-12591.662
243.17377294839463,-12581.297
241.1441164192452,-12570.852
242.05538663336657,-12547.209
238.61345734214723,-12513.583
240.9489026098227,-12493.283
242.6046029893104,-12472.234
242.5463915992586,-12460.597
240.3252352260465,-12424.989
238.39005888170095,-12404.483
242.07891889663432,-12393.156
235.8013722168602,-12358.608
239.03677680876376,-12348.717
240.21229536304708,-12323.024
236.59503531115416,-12287.445
238.3613364190683,-12255.559
239.36064776017065,-12229.551
239.23818680138612,-12206.604
236.39805979670948,-12170.057
232.88000615516705,-12134.472
241.26916500368532,-12110.093
237.8687866200197,-12072.859
235.91958262522573,-12051.788
240.5703386445421,-11990.228
237.9515851667121,-11921.566
239.08435072354877,-11877.204
241.11490412197253,-11808.73
241.59139134507328,-11762.826
238.54747522687632,-11695.346
243.85979844717,-11650.809
235.8255291423037,-11581.749
240.25427358439865,-11536.737
237.82629259075324,-11468.103
236.8602209016533,-11354.149
240.4197733780046,-11316.965
239.4098936541896,-11266.195
236.9100647065016,-11222.67
234.8172845805215,-11178.448
241.5552999030114,-11138.223
237.9090254487845,-11116.591
238.86480110696388,-11093.693
234.67711437690164,-11071.916
239.41877622767905,-11051.057
237.14801820813656,-11030.883
240.7072616624785,-11009.751
238.17670710529904,-10989.228
238.7942418996904,-10967.105
239.43542944264075,-10943.384
241.2383063619222,-10923.977
239.34501708789696,-10902.706
242.14661205332536,-10880.152
242.23335017876877,-10859.27
241.4960201489729,-10835.627
240.0194403921716,-10812.577
247.29878007926465,-10789.914
241.5919394471499,-10769.8
244.24252191664183,-10747.141
242.52904430354567,-10723.897
243.94829999483665,-10703.637
246.94327763185444,-10679.853
248.09151906637945,-10657.644
247.01866418752644,-10636.604
244.27496932125192,-10614.615
249.9226267174943,-10593.717
246.7361603977909,-10571.35
244.42282246806465,-10545.838
246.1791753476704,-10525.39
245.828192028346,-10504.817
247.67023851530325,-10481.925
246.4034368607132,-10459.378
243.00399847303908,-10438.308
244.30941964788175,-10415.281
246.9665079337188,-10393.121
250.7315436936512,-10371.276
248.9240190698803,-10351.036
249.37721064234103,-10330.774
248.95174624217293,-10306.477
249.2318205544177,-10282.921
249.6533400802813,-10261.34
250.96816256782247,-10240.414
251.42428040746907,-10218.481
251.13879991205624,-10196.495
253.01913649818056,-10174.583
255.6570401748525,-10155.248
251.03138662276533,-10129.849
253.0980369479649,-10108.796
248.4071332197136,-10087.316
247.85064164274337,-10065.895
255.3912977602452,-10040.691
253.9931437879996,-10019.551
248.91570205793047,-9998.086
258.57498699245264,-9976.956
255.8965753132392,-9954.912
251.56174454316204,-9933.166
253.6295799831633,-9913.118
254.31017470730887,-9893.327
257.16871076552565,-9870.5
258.53058047537485,-9852.789
258.24947010276907,-9830.723
258.7419682040664,-9809.212
255.89086904448925,-9790.65
256.0430608603061,-9769.717
253.99089690085395,-9751.438
254.6155973344712,-9732.818
247.5528586529488,-9714.542
257.13429330946656,-9697.924
266.2202091929294,-9678.966
261.3035570908851,-9661.307
260.7019637596007,-9642.243
267.0926460402798,-9626.406
262.7402713424808,-9609.612
266.8975316078414,-9593.596
269.5087267559184,-9573.934
267.66344435702626,-9557.225
267.1659882944808,-9540.446
269.09658248435426,-9522.799
268.86948241809176,-9503.064
270.14345909208504,-9485.931
264.4831386910426,-9467.453
268.1638827775123,-9449.861
264.8396344162771,-9433.156
264.8062514925239,-9389.371
264.1,-9366.978787878788
264.4,-9306.56787878788
265.3,-9250.576363636364
265.0,-9235.87090909091
264.8,-9211.063636363637
264.8,-9139.615757575755
267.6,-9004.478787878788
265.1,-8885.743636363635
266.0,-8851.809090909092
266.9,-8730.480000000003
267.5,-8555.551515151516
264.9,-8416.55575757576
265.7,-8349.554545454546
263.4,-8242.954545454544
264.0,-8184.503030303031
264.2,-8042.609575757577
264.4,-7951.037878787878
263.8,-7623.266606060606
263.0,-7605.863939393939
260.9,-7574.439454545454
260.6,-7568.059030303029
265.2,-7486.703454545452
263.8,-7411.11696969697
263.7,-7345.308848484849
262.0,-7193.01284848485
259.3,-7110.173939393941
260.4,-7042.985757575756
260.9,-6961.853878787877
259.0,-6831.282363636365
261.8,-6760.678181818183
260.7,-6596.579090909092
261.3,-6509.6757575757565
258.3,-6401.876727272727
259.3,-6244.798787878788
259.6,-6166.284242424243
260.8,-6025.853939393939
259.2,-5976.3653939393935
259.7,-5910.1816363636335
260.4,-5769.5915151515155
260.1,-5711.3663636363635
258.4,-5547.865393939395
260.7,-5455.323818181818
263.0,-5324.009999999999
262.3,-5238.070303030302
257.6,-5088.269878787879
258.1,-5020.077393939396
262.9,-4930.308666666668
262.1,-4819.652545454545
259.4,-4732.545393939393
261.1,-4622.291575757575
261.2,-4451.244848484847
262.7,-4387.206909090909
263.2,-4351.963333333333
265.5,-4139.807878787879
266.7,-4049.3760606060605
260.7,-3984.0914545454543
265.5,-3902.2596363636358
265.9,-3807.6063636363633
267.6,-3631.297333333333
265.2,-3583.289575757576
265.3,-3407.548545454545
267.6,-3361.1757575757574
269.8,-3268.5661818181834
268.6,-3136.7899393939388
269.3,-3031.5798787878784
270.7,-2971.2018181818185
271.5,-2823.0015151515154
269.8,-2697.4629090909093
269.1,-2642.8192727272726
271.1,-2544.362424242425
271.5,-2392.822424242424
272.8,-2325.076666666667
271.6,-2255.842363636364
271.7,-2158.6667272727273
274.9,-2018.950606060605
275.4,-1906.1663636363642
271.5,-1856.856969696969
273.0,-1743.407696969697
273.4,-1694.462727272728
275.0,-1578.2878787878785
274.0,-1481.1192727272728
273.1,-1333.661575757576
276.3,-1305.7281818181818
274.6,-1106.6042424242419
276.3,-998.8163030303031
274.7,-954.5469090909087
275.3,-851.7606666666657
278.9,-758.4754545454548
273.9,-678.0157575757571
277.9,-576.1249696969699
277.6,-464.3166666666666
276.7,-315.5493333333334
276.7,-284.23527272727233
276.9,-143.35909090909172
278.0,-49.70909090909004
276.7,1.0
277.9,30.0
277.4,56.0
277.5,104.0
278.1,136.0
278.0719954240161,153.5307600000001
277.55589209790946,174.53361999999993
280.2490871903012,240.6014
278.31439989271746,266.09531000000015
280.2444922059889,274.44391999999993
280.9089598541969,295.60456999999997
281.692138914424,317.5457899999999
277.79537780888165,357.33356000000003
277.24691789826335,384.22687999999994
279.12520908544417,406.36455
279.9999146746923,436.9383399999999
277.1056915049757,488.13194
276.789519068584,517.9561100000001
276.5590465243607,551.6216199999999
278.4608975547629,557.4683299999999
276.19603745957005,582.40769
277.86971612986054,614.5245599999998
279.58805021854124,636.9992299999999
278.45496800258206,669.1763599999999
277.098940914164,701.24993
279.9902637416671,730.4335000000001
279.29371083930937,762.29546
279.72469920818,793.1049599999999
278.62300321449914,822.3277800000001
279.42044060983585,875.4102
280.10552589040225,914.12816
277.4071684030988,957.65264
278.7402401551619,982.65417
279.7987034131486,1017.57791
280.06452973881244,1019.27216
280.9161701585891,1040.07917
280.9667443357615,1049.17706
282.8444160166049,1070.2027
283.0944582572788,1099.4098
282.8416314024614,1115.6089
284.510584449478,1146.2869
283.9659747066713,1165.9816
284.54004420226613,1199.8114
283.68828915610504,1210.955
282.41311047504325,1251.2694
282.199286054067,1259.5071
278.4312489162189,1278.1968
281.5784089788515,1307.4472
284.0676432722511,1330.12
278.3621212274177,1348.8499
280.9115788303861,1390.3321
279.6965499485699,1410.8606
279.7256958832981,1428.8044
282.22658040584827,1449.1638
280.3125047226672,1469.3968
283.1247803916497,1501.5286
283.94789036843633,1529.6757
283.5296825674026,1549.6475
281.82904146165555,1559.8629
282.5698274885973,1573.0129
281.10892823134105,1588.1767
279.3568610690018,1590.9906
275.066577843599,1603.4186
271.1090304670288,1609.4608
273.7807623120456,1628.5993
276.6872122505445,1639.8145
278.0152295252318,1649.0969
276.6596678045921,1681.8943
276.3246167739362,1689.7414
277.35805088594464,1694.0664
278.27011023020174,1722.8644
277.01330979867544,1723.0074
278.3109424912346,1733.872
276.8090000432731,1741.2572
277.6000738939942,1749.1199
276.4573287163011,1751.9316
278.00200109884094,1752.1294
277.15568662096365,1762.8782
276.3961020284933,1763.6968
277.8559524780317,1773.4555
280.2362981843688,1779.4891
273.07371696468044,1780.2999
281.6171179507893,1794.0965
282.3047106620081,1795.9435
280.4044366600032,1796.4715
282.7995518984052,1799.3364
284.43128758236145,1813.6597
281.3603652847592,1824.745
285.90893992625405,1826.9223
285.0861666968484,1832.87377618
283.82039231033946,1833.1772
284.151983964357,1836.7002
283.6545457229947,1840.82815717
281.58148260537183,1843.29321289
283.5311237194569,1844.46111002
283.1828720355646,1844.65465393
283.6198856894272,1845.90489061
286.839237474432,1847.3218
284.00163402345765,1850.2623816
288.7903954001126,1850.827
285.4658308627274,1851.10564731
288.05443747992655,1853.70827504
285.56557722684016,1854.71838118
283.16210074754474,1856.62032773
286.6330756116753,1858.84404142
287.17456217295097,1861.83448069
285.3533187571561,1862.97855574
286.654158160582,1864.12838177
285.05229227816864,1866.74388795
287.9922513016967,1867.7304
289.53614491302415,1868.41491309
287.9864944292303,1869.65612172
286.32578146070443,1870.0446858
286.6550967370638,1872.82637783
291.5581974658393,1873.73798032
289.3281310647417,1876.90521677
287.7707291897673,1879.95058398
292.46393479402104,1882.92235372
289.7624132149648,1883.79147243
289.2265988139854,1884.1799
288.1157636999787,1885.60012903
294.34178746728605,1887.39446673
292.3423879392772,1889.00748053
290.9175394046256,1889.86894219
295.17192926023625,1892.39051854
294.8594308441452,1892.87839551
295.3164626735822,1893.0603
293.16654166689625,1893.65882106
293.80883068272027,1893.75632496
295.2814574829282,1898.65716031
297.0473645165553,1898.9424049899999
294.2207216000332,1900.17835076
295.6106368299745,1901.70187471
295.9913578166476,1903.90652534
299.0235966178361,1905.35080414
297.32821856127947,1905.54356331
299.62686294971274,1905.7742
301.5041354046444,1908.52390789
297.86910679162327,1909.76476931
298.10624698316605,1910.71585085
297.7268153632511,1911.09538844
299.25727749401767,1911.28501404
301.29772622272134,1912.51514031
300.7000886560916,1914.39299596
301.9151507114715,1915.78603087
303.85222132002366,1917.87458812
304.61320734820134,1918.6683988
301.8758603769565,1919.7077812
303.1815383191544,1922.50504221
306.1986242999216,1922.83688341
304.7159146968185,1924.74838102
304.96915678718324,1925.31304291
308.01874186181465,1927.79645963
305.66786848134046,1928.1568
305.7053721667773,1928.53930677
305.78294147245686,1928.7436
305.3808267142061,1929.38632573
305.7409186942765,1930.82969384
308.25556223436706,1932.2936042
308.27919921307927,1932.53729929
305.94402817135216,1932.78092443
307.0755443187391,1933.59304922
309.6306260790445,1933.8764246
306.3197983876916,1935.05630111
307.25859856593024,1935.70945667
309.3446868650601,1935.87335809
307.4076931745866,1936.8632143
312.3293254879136,1937.76669305
311.52050972739016,1937.86788013
311.94102882822733,1938.12985249
308.47982780846024,1938.1616
310.4566675193962,1938.96772264
311.21179432912515,1939.22248508
310.9510867188181,1939.59182732
309.80091502114107,1939.969
307.7386635857962,1940.75400876
311.80226771747726,1940.83941537
312.393938618938,1941.77969825
312.8437329659678,1942.03541285
311.878053578341,1942.20734108
312.36164019507424,1943.57364794
310.224309572614,1944.50904266
311.2775834649954,1944.76432292
310.440204448011,1944.96280981
311.8114965345337,1945.38738873
311.9671347125998,1945.55722017
312.5596867804179,1945.61583916
312.8663621464335,1946.62686004
310.36290017732523,1946.66339683
311.57094999761165,1947.7064869
309.6939936066409,1948.77405468
313.6602846482332,1949.66847174
312.0017776102837,1950.2509
312.1844627182946,1952.38391817
312.22274083278216,1953.55856136
312.8003637775662,1953.71393737
313.1710570119369,1953.79154436
314.7139613439055,1954.79596465
315.342073915026,1956.1572
314.4370577968855,1957.1037471
316.3253801823537,1957.20337364
315.2703546298443,1957.25753884
314.57216625352925,1957.87242429
316.1014028920352,1958.10278585
316.3340200101121,1958.56297112
311.98389241638387,1959.09269585
313.0933880516286,1960.3140448
318.20658038167187,1960.56866172
316.59261011941027,1961.7159
317.5216280215933,1962.3219164
319.1381732232432,1962.39534109
317.4481354802273,1962.54209154
318.61106261456985,1962.61527986
319.06606441856763,1963.20001828
319.12347301713646,1963.56449559
319.8929363220089,1965.22634923
319.1950596158425,1965.29787811
320.98156635342656,1965.86601157
322.1747797142201,1966.54523533
320.4923553617883,1966.78904408
320.38065078205506,1968.53874856
324.08551736938495,1968.81386949
325.07717594979096,1968.98437083
324.70605757685405,1969.42321802
324.5570616692709,1970.22168348
324.9059936630005,1970.63715024
326.6491948420144,1970.65630201
326.3093257445175,1970.87268198
330.3504422217994,1972.04101781
328.4158880123276,1972.08833438
331.54980566810485,1974.13341332
332.3656863259178,1975.57092123
332.3689555204767,1976.67036968
335.5469534579232,1976.79675037
334.84855553252345,1979.14258988
339.4604885213476,1983.02591866
341.3292967441024,1983.07684987
342.0519764062061,1984.91675295
343.1107520502481,1985.76218002
343.9736767615952,1986.14322834
344.71776861346984,1986.6160162
345.44120600376243,1987.2085916
347.59740561133145,1988.06951193
349.27841464963046,1988.96633494
349.8002703595191,1989.40796781
350.8086522409729,1989.97139973
352.41630841973364,1991.13481671
353.72423581425323,1992.31351706
353.94668533391206,1993.08
357.10673969933646,1994.40564212
359.6477931830841,1996.27927213
361.78073658846415,1998.0
368.02248790241714,2001.03
373.45,2002
375.98,2003
377.7,2004
379.98,2005
382.09,2006
384.02,2007
385.83,2008
387.64,2009
390.1,2010
391.85,2011
394.06,2012
396.74,2013
398.81,2014
401.01,2015
404.41,2016
406.76,2017
408.72,2018
411.65,2019
414.21,2020
416.41,2021
418.53,2022
