temp,Year,celsius,anomaly
212.7,-73047.11,-60.44999999999999,-4.711494252873571
212.6,-73093.82,-60.54999999999998,-4.811494252873565
212.6,-73142.02,-60.54999999999998,-4.811494252873565
213.3,-73190.15,-59.849999999999966,-4.111494252873548
212.4,-73235.66,-60.74999999999997,-5.011494252873554
213.6,-73284.73,-59.54999999999998,-3.8114942528735654
213.1,-73328.93,-60.04999999999998,-4.311494252873565
212.3,-73375.48,-60.849999999999966,-5.111494252873548
213.2,-73424.07,-59.94999999999999,-4.211494252873571
213.0,-73470.76,-60.14999999999998,-4.41149425287356
213.2,-73517.02,-59.94999999999999,-4.211494252873571
213.7,-73562.52,-59.44999999999999,-3.711494252873571
214.6,-73605.73,-58.54999999999998,-2.8114942528735654
213.5,-73647.69,-59.64999999999998,-3.9114942528735597
214.1,-73690.88,-59.04999999999998,-3.3114942528735654
213.7,-73733.32,-59.44999999999999,-3.711494252873571
212.6,-73777.63,-60.54999999999998,-4.811494252873565
212.8,-73825.55,-60.349999999999966,-4.611494252873548
212.9,-73873.27,-60.24999999999997,-4.511494252873554
212.4,-73921.12,-60.74999999999997,-5.011494252873554
212.8,-73969.84,-60.349999999999966,-4.611494252873548
212.0,-74018.84,-61.14999999999998,-5.41149425287356
213.0,-74068.51,-60.14999999999998,-4.41149425287356
211.5,-74118.18,-61.64999999999998,-5.91149425287356
211.9,-74170.52,-61.24999999999997,-5.511494252873554
212.3,-74222.84,-60.849999999999966,-5.111494252873548
212.3,-74273.53,-60.849999999999966,-5.111494252873548
212.2,-74323.91,-60.94999999999999,-5.211494252873571
212.0,-74374.91,-61.14999999999998,-5.41149425287356
212.1,-74426.4,-61.04999999999998,-5.311494252873565
211.5,-74478.02,-61.64999999999998,-5.91149425287356
211.5,-74532.08,-61.64999999999998,-5.91149425287356
211.9,-74586.7,-61.24999999999997,-5.511494252873554
211.2,-74639.41,-61.94999999999999,-6.211494252873571
211.6,-74695.12,-61.54999999999998,-5.811494252873565
210.7,-74750.38,-62.44999999999999,-6.711494252873571
211.3,-74807.64,-61.849999999999966,-6.111494252873548
210.5,-74864.8,-62.64999999999998,-6.91149425287356
210.2,-74924.26,-62.94999999999999,-7.211494252873571
210.7,-74986.16,-62.44999999999999,-6.711494252873571
