Year,CO2 (ppmv),Temperature Anomaly [°C],Year(for Temp)
-469250.793939394,215.5,-4.31,1421.944
-468775.97575757554,206.5,-4.58,1422.317
-468090.1272727275,205.5,-4.9,1422.701
-466927.7090909092,203.4,-4.42,1423.065
-465756.64242424245,204.4,-4.82,1423.441
-464682.29696969694,208.1,-4.86,1423.816
-463651.7272727272,210.0,-4.93,1424.192
-463315.3636363636,205.2,-4.64,1424.548
-462649.4727272725,199.9,-4.35,1424.9009999999998
-461576.6484848482,194.4,-4.84,1425.272
-460464.1030303032,190.7,-4.29,1425.625
-459336.0606060607,195.5,-4.51,1425.978
-458302.2121212121,202.4,-4.3,1426.325
-457261.5515151518,208.3,-4.61,1426.679
-456844.00606060616,203.3,-4.55,1427.031
-456258.2909090909,204.3,-4.84,1427.3899999999999
-455795.1272727274,199.1,-3.58,1427.71
-455164.43636363646,192.5,-3.4,1428.022
-454051.6121212118,193.3,-3.47,1428.336
-452914.3090909089,198.4,-3.4,1428.647
-451825.6424242424,201.9,-3.94,1428.973
-450785.8363636365,204.9,-3.12,1429.274
-449797.2787878788,201.2,-3.45,1429.5839999999998
-448692.8909090911,201.7,-3.75,1429.8890000000001
-447621.03636363655,208.1,-3.41,1430.196
-446509.1818181816,203.5,-3.48,1430.505
-445269.18181818177,201.1,-3.23,1430.807
-443381.72727272735,199.1,-3.45,1431.115
-441894.6484848488,202.0,-3.47,1431.422
-440280.775757576,201.3,-3.59,1431.733
-438709.5818181819,201.7,-3.46,1432.04
-437113.418181818,200.3,-4.01,1432.363
-435535.4181818178,207.5,-3.51,1432.671
-433989.69090909103,209.8,-4.28,1433.002
-432429.0727272728,207.6,-4.31,1433.3339999999998
-431900.2969696969,211.5,-4.48,1433.671
-430229.3090909094,227.2,-4.01,1433.9940000000001
-429073.76363636367,219.7,-4.08,1434.319
-427228.3636363638,242.5,-4.46,1434.6570000000002
-426890.2000000002,248.2,-4.98,1435.011
-425991.3999999999,252.1,-5.0,1435.367
-425204.9636363636,255.3,-4.84,1435.7179999999998
-424671.5636363636,265.4,-4.77,1436.067
-424287.2727272728,270.0,-5.38,1436.437
-423790.9090909091,270.8,-5.62,1436.815
-423182.26060606056,268.3,-5.49,1437.191
-422557.74545454566,267.7,-5.53,1437.568
-421275.496969697,270.6,-5.63,1437.951
-420582.6545454545,266.4,-5.86,1438.342
-419962.1454545455,268.6,-5.83,1438.733
-418751.7636363636,273.8,-5.76,1439.124
-418183.7636363636,271.2,-5.67,1439.513
-417625.7818181819,273.7,-5.55,1439.9
-416555.3030303029,274.6,-5.78,1440.296
-416006.7818181817,271.8,-5.73,1440.692
-415490.4424242424,273.4,-5.94,1441.098
-414475.3151515151,271.7,-6.0,1441.507
-413995.6060606061,276.4,-4.9,1441.88
-413229.5939393941,271.6,-4.55,1442.242
-412260.8606060605,264.9,-4.52,1442.604
-411308.65454545454,274.9,-4.63,1442.973
-409397.96969696967,283.5,-4.7,1443.346
-408503.8,282.6,-4.91,1443.729
-407648.2363636363,274.7,-5.21,1444.125
-406868.7151515152,284.5,-5.32,1444.526
-405332.4969696969,285.6,-5.04,1444.92
-404592.8000000001,279.6,-4.4,1445.292
-403112.6303030303,280.5,-4.0,1445.654
-402363.296969697,276.5,-4.46,1446.032
-400909.8363636364,275.7,-4.21,1446.404
-400190.91515151504,283.1,-4.37,1446.783
-398760.08484848496,283.2,-4.45,1447.1680000000001
-397976.1636363636,277.1,-4.43,1447.554
-396325.1272727272,276.3,-4.16,1447.933
-392956.1030303031,260.7,-4.81,1448.337
-392053.6909090909,273.6,-4.45,1448.731
-391027.1515151514,259.5,-4.41,1449.125
-390337.25,258.1,-4.31,1449.518
-387460.2050000001,245.8,-4.25,1449.91
-385874.8150000001,246.8,-4.3,1450.306
-384333.71000000014,239.1,-3.72,1450.684
-382607.4450000001,240.0,-3.77,1451.066
-380981.4849999999,227.0,-3.93,1451.455
-376810.2400000001,229.6,-3.83,1451.843
-375084.8800000001,224.6,-3.97,1452.238
-373254.5999999999,214.7,-3.66,1452.624
-371507.6150000001,199.9,-3.97,1453.022
-369435.8700000001,201.9,-3.78,1453.416
-366115.9,206.3,-3.74,1453.81
-363240.23000000016,201.2,-3.58,1454.2
-360617.6,185.8,-3.79,1454.599
-358733.84000000014,186.1,-3.78,1454.999
-357060.3800000001,193.0,-3.78,1455.4
-353867.7699999999,209.2,-3.75,1455.792
-352462.9750000001,209.4,-3.93,1456.1979999999999
-351224.595,216.2,-3.23,1456.584
-349726.3450000001,221.1,-3.5,1456.978
-347189.0850000001,220.3,-3.42,1457.372
-345594.8050000001,211.9,-3.42,1457.766
-344370.905,204.8,-3.25,1458.155
-343050.8500000001,205.2,-3.25,1458.5439999999999
-341973.5850000001,200.7,-3.03,1458.924
-340841.56000000006,250.1,-2.81,1459.299
-338785.0800000001,234.2,-2.44,1459.662
-338033.8900000001,239.6,-2.31,1460.022
-337041.43500000006,241.9,-2.25,1460.38
-336263.50000000006,255.7,-2.39,1460.7440000000001
-335566.67000000004,270.5,-2.51,1461.1109999999999
-334917.81999999995,278.6,-1.36,1461.445
-334427.54,285.8,-2.57,1461.815
-333757.51000000007,278.1,-2.4,1462.183
-333152.30500000005,298.6,-2.56,1462.556
-332593.885,288.4,-2.75,1462.938
-332399.49500000005,289.1,-2.76,1463.321
-332047.55500000005,282.4,-3.22,1463.721
-331550.09,273.1,-3.42,1464.13
-330848.62000000005,272.6,-3.39,1464.538
-330194.11500000005,271.7,-3.44,1464.949
-329343.55000000005,265.0,-3.54,1465.365
-328103.32500000007,275.1,-3.36,1465.775
-327464.29,271.9,-3.76,1466.202
-326820.75000000006,270.1,-3.74,1466.629
-326136.81000000006,266.1,-4.15,1467.0720000000001
-325485.835,264.0,-3.97,1467.511
-324641.0900000001,266.2,-4.34,1467.965
-323873.0,260.5,-4.53,1468.429
-323057.4050000001,260.3,-4.94,1468.9189999999999
-322216.915,260.4,-4.76,1469.395
-321433.34500000003,257.2,-4.95,1469.8809999999999
-319867.44500000007,249.2,-5.15,1470.377
-318966.3350000001,255.8,-5.73,1470.901
-317879.6600000001,233.4,-5.98,1471.438
-316902.59500000003,245.2,-5.19,1471.938
-315982.54500000004,251.6,-4.64,1472.414
-315199.87000000005,272.6,-3.95,1472.862
-314500.72,246.8,-4.19,1473.321
-313707.5150000001,257.1,-4.61,1473.8
-312886.2100000001,256.7,-5.09,1474.304
-312101.85000000003,251.6,-5.75,1474.84
-311393.12500000006,241.9,-6.89,1475.424
-310643.43000000005,239.0,-7.01,1476.03
-309720.025,237.8,-6.17,1476.591
-308826.1000000001,233.2,-5.5,1477.12
-308060.975,226.2,-4.62,1477.608
-307473.73,227.8,-4.0,1478.066
-306375.70000000007,225.8,-4.83,1478.565
-305513.2650000001,244.8,-5.18,1479.084
-304631.11500000005,248.6,-6.3,1479.663
-303828.1500000001,250.2,-7.26,1480.2939999999999
-303149.81000000006,240.7,-6.47,1480.885
-302150.92000000004,240.2,-7.58,1481.539
-301166.00000000006,236.0,-8.64,1482.26
-300134.19000000006,239.0,-8.03,1482.942
-299075.61500000005,236.1,-8.17,1483.633
-298165.86500000005,231.0,-8.5,1484.343
-297426.28,224.4,-8.44,1485.049
-296754.61500000005,217.1,-8.08,1485.743
-294878.86500000005,213.1,-7.65,1486.38
-293414.225,212.7,-7.63,1487.03
-292505.29000000004,206.7,-7.15,1487.65
-291700.74000000005,206.0,-7.45,1488.287
-290868.31000000006,207.6,-8.24,1488.969
-289612.87000000005,217.1,-8.34,1489.656
-288913.79000000004,220.4,-8.47,1490.348
-288234.5,234.9,-8.8,1491.058
-286336.42500000005,231.0,-8.83,1491.784
-285870.05000000005,230.4,-8.7,1492.481
-285493.86,231.4,-8.92,1493.187
-284659.9550000001,226.4,-8.21,1493.844
-283981.32000000007,228.0,-7.39,1494.45
-282484.68000000005,231.3,-7.01,1495.031
-280642.89,223.7,-6.81,1495.6
-279450.74000000005,215.3,-6.34,1496.184
-278608.95,211.0,-7.24,1496.771
-277669.0450000001,204.5,-7.89,1497.387
-276640.9050000001,202.2,-7.07,1497.958
-275493.0000000001,193.2,-6.7,1498.508
-274307.7150000001,198.4,-7.92,1499.1190000000001
-273204.63500000007,194.1,-7.65,1499.712
-272214.07500000007,193.9,-7.26,1500.281
-271215.8300000001,190.4,-7.28,1500.849
-270199.6400000001,184.7,-7.58,1501.4270000000001
-269086.0350000001,198.8,-6.56,1501.953
-267990.47000000003,194.2,-6.32,1502.464
-267045.5,187.2,-6.15,1502.966
-266307.83,188.7,-7.48,1503.529
-265057.0,211.7,-7.65,1504.1
-264184.45000000007,199.9,-7.45,1504.658
-262633.76000000007,228.1,-7.45,1505.215
-260867.0950000001,214.6,-7.77,1505.784
-260104.57500000004,208.9,-7.15,1506.318
-259343.92000000004,205.7,-7.91,1506.88
-258944.24000000005,209.6,-8.42,1507.465
-257446.89500000005,203.9,-8.33,1508.046
-255958.0650000001,204.0,-8.73,1508.612
-255110.58500000005,201.9,-9.07,1509.202
-254348.66,199.0,-9.04,1509.7939999999999
-252637.10500000007,195.4,-9.15,1510.375
-251806.68000000005,196.7,-9.19,1510.961
-251003.7200000001,195.4,-8.8,1511.577
-250182.25500000003,213.9,-9.6,1512.173
-249440.57000000004,200.2,-9.25,1512.733
-247149.87000000005,214.7,-9.63,1513.274
-244920.48500000004,219.4,-8.91,1513.859
-244238.81000000008,230.4,-8.03,1514.408
-243614.0,236.7,-8.49,1514.9769999999999
-243107.01000000004,249.9,-8.17,1515.528
-242632.335,252.3,-8.58,1516.031
-242171.765,263.7,-8.12,1516.575
-241188.52,280.2,-8.39,1517.13
-240735.46,279.0,-8.19,1517.674
-239905.4,263.2,-8.19,1518.233
-239383.045,259.7,-8.19,1518.774
-238240.365,252.8,-8.1,1519.307
-237788.66,247.4,-7.58,1519.813
-237437.03500000003,245.8,-6.79,1520.282
-237058.26,245.6,-6.61,1520.741
-236475.335,239.1,-6.05,1521.132
-235955.53000000003,243.1,-5.83,1521.556
-235441.655,247.4,-4.63,1521.935
-234900.8,241.4,-4.7,1522.316
-234476.005,252.1,-3.95,1522.657
-234040.855,245.2,-2.93,1522.98
-230906.06,241.6,-2.29,1523.285
-230241.77,233.9,-2.67,1523.6100000000001
-229179.66,232.4,-2.13,1523.91
-227622.04500000004,224.5,-1.85,1524.187
-226816.99,233.1,-1.9,1524.463
-226489.415,234.5,-0.99,1524.723
-225769.97500000003,235.5,-0.29,1524.973
-224899.835,215.7,0.09,1525.216
-224309.82500000004,203.3,-0.24,1525.464
-222321.50500000003,205.6,-1.29,1525.737
-221179.035,208.8,-2.34,1526.037
-220589.57500000004,207.1,-2.1,1526.3310000000001
-219747.46,216.1,-2.59,1526.641
-218985.615,214.1,-2.21,1526.944
-217117.605,240.5,-1.51,1527.232
-216250.785,245.3,-1.55,1527.525
-215744.96,251.1,-1.87,1527.829
-215465.635,251.7,-1.72,1528.129
-214914.965,247.5,-1.43,1528.4180000000001
-214356.15,242.6,-1.37,1528.71
-213962.34,240.3,-0.75,1528.987
-213130.745,241.4,-0.59,1529.259
-212208.81,251.2,-0.29,1529.526
-211380.35,243.4,-0.48,1529.797
-210583.075,257.4,-0.62,1530.071
-210128.745,239.5,-0.09,1530.334
-209627.835,246.9,-0.35,1530.6019999999999
-209108.465,252.0,-0.24,1530.867
-208882.06500000003,247.2,-0.32,1531.1109999999999
-208225.17,243.9,-0.28,1531.376
-208016.085,244.6,0.01,1531.636
-207495.04,242.2,0.08,1531.894
-207132.255,240.5,0.61,1532.1399999999999
-206871.57,230.0,0.32,1532.392
-206324.525,237.2,0.38,1532.642
-206158.775,238.1,0.83,1532.882
-205672.89,231.4,0.67,1533.126
-205290.3,229.4,0.33,1533.376
-204946.85,226.3,0.63,1533.62
-204409.935,228.6,0.1,1533.875
-203994.575,232.2,0.31,1534.125
-203625.755,231.9,0.31,1534.374
-203253.275,244.4,0.61,1534.616
-201892.0,247.6,0.12,1534.868
-200794.5,239.1,0.17,1535.118
-199802.0,250.9,0.43,1535.3609999999999
-196988.0,242.6,0.26,1535.608
-196377.45,241.2,-0.08,1535.8609999999999
-195637.35000000003,226.4,0.57,1536.098
-193849.5,220.0,0.68,1536.3310000000001
-193176.50000000003,226.5,0.23,1536.568
-191124.5,218.0,0.48,1536.8020000000001
-190014.075,220.3,0.66,1537.0230000000001
-189304.5,231.4,0.08,1537.261
-187856.5,231.3,0.43,1537.493
-186487.0,210.7,0.49,1537.723
-184461.0,203.4,0.44,1537.954
-182421.0,199.7,0.72,1538.183
-181308.0,198.1,0.95,1538.395
-180246.0,217.7,1.64,1538.598
-179352.0,213.2,1.37,1538.806
-177923.0,207.7,1.47,1539.0140000000001
-175779.5,190.1,1.72,1539.222
-175583.92500000002,189.4,1.47,1539.423
-174903.0,190.3,1.72,1539.626
-173883.35,196.0,1.58,1539.826
-172492.0,197.7,1.57,1540.02
-169989.0,197.8,1.73,1540.219
-167564.40000000002,196.6,1.8,1540.412
-166795.5,183.8,2.13,1540.598
-165964.1,186.7,1.73,1540.783
-164834.00000000003,190.1,2.21,1540.972
-164193.0,191.6,2.09,1541.151
-162384.65000000002,196.5,1.83,1541.3310000000001
-161908.0,204.3,1.77,1541.517
-158204.99999999997,187.5,1.99,1541.708
-157766.0,185.5,2.17,1541.895
-156716.0,189.0,2.67,1542.078
-154356.8181818182,189.38,2.45,1542.254
-152939.1272727273,196.3,2.06,1542.433
-151824.6575757576,198.78,2.9,1542.616
-149494.85454545452,202.35,2.19,1542.785
-148644.8848484849,202.51,2.9,1542.969
-147516.14545454548,201.78,3.15,1543.1399999999999
-146283.46545454545,195.81,2.27,1543.31
-144158.24363636365,193.59,2.44,1543.492
-142849.59090909088,196.02,1.79,1543.67
-141701.30000000002,194.59,2.22,1543.858
-140410.5618181818,196.51,2.71,1544.038
-137999.96969696967,192.75,2.65,1544.21
-136884.296969697,198.55,2.49,1544.383
-135813.42424242423,199.18,2.41,1544.559
-134615.54545454544,203.74,1.56,1544.7359999999999
-132572.2787878788,212.43,2.22,1544.92
-131825.80606060606,222.74,1.78,1545.1
-130981.95757575758,224.63,1.88,1545.286
-130759.87878787878,228.0,2.1,1545.471
-130026.24242424245,232.28,2.41,1545.652
-129372.19999999998,241.13,1.64,1545.829
-128868.36363636365,250.84,1.9,1546.016
-128423.0303030303,251.84,2.2,1546.1970000000001
-127705.63636363635,260.61,2.01,1546.376
-127128.03636363636,268.44,2.27,1546.556
-126928.0,271.08,2.12,1546.733
-126516.72727272726,285.76,2.62,1546.912
-126222.66666666669,280.72,2.2,1547.083
-126074.47636363636,276.03,2.14,1547.259
-125553.5496969697,276.88,1.79,1547.437
-125363.8303030303,275.78,1.49,1547.62
-125012.0303030303,274.93,2.18,1547.808
-124749.90909090907,273.02,1.58,1547.9850000000001
-124063.70303030303,275.15,1.57,1548.17
-123342.63333333336,276.81,1.63,1548.356
-122867.45454545454,275.52,1.62,1548.54
-122454.51515151517,281.54,1.78,1548.724
-122009.48484848483,275.87,0.98,1548.906
-121680.90909090907,274.6,0.83,1549.099
-121063.95454545454,279.16,1.15,1549.296
-120342.36363636365,279.0,1.6,1549.4859999999999
-120150.00181818182,278.25,1.16,1549.6680000000001
-119891.9696969697,276.61,0.7,1549.857
-119476.01515151517,279.48,0.51,1550.054
-118592.90909090907,276.82,0.39,1550.254
-118194.12121212122,268.73,0.31,1550.4569999999999
-117765.5,274.59,-0.07,1550.66
-117292.51515151517,267.74,0.64,1550.8690000000001
-116708.26969696968,277.72,0.36,1551.065
-115669.36363636365,274.98,0.47,1551.2649999999999
-115235.55454545454,274.03,-0.57,1551.463
-114525.57575757576,273.63,-0.94,1551.681
-113958.57575757576,273.16,-0.22,1551.905
-113496.67272727271,276.96,-0.2,1552.115
-112865.39393939394,275.07,0.29,1552.3229999999999
-112300.0,267.9,-0.28,1552.5230000000001
-111728.63636363635,260.58,-0.25,1552.733
-111169.2696969697,264.75,-0.45,1552.942
-110991.72727272728,263.12,-0.4,1553.154
-110686.06060606062,256.79,-0.93,1553.365
-109926.80000000002,257.93,-0.95,1553.587
-108605.36363636365,246.69,-1.23,1553.808
-107889.9696969697,244.13,-1.31,1554.035
-107179.41818181818,244.44,-1.71,1554.263
-106451.90909090907,236.43,-0.98,1554.499
-105024.81818181818,240.34,-1.12,1554.719
-104418.25454545456,244.83,-2.1,1554.943
-104306.37575757576,241.4,-2.3,1555.185
-104039.87272727274,257.58,-2.0,1555.432
-103557.14848484848,248.78,-2.43,1555.672
-103016.44545454546,242.36,-2.37,1555.921
-102381.2290909091,238.88,-2.61,1556.1680000000001
-102324.33333333334,247.7616292879456,-2.78,1556.42
-101358.74000000002,240.68407213384208,-3.32,1556.675
-100814.77666666664,237.07327561500705,-3.33,1556.943
-100021.885,240.0715355271941,-3.67,1557.21
-99375.67500000002,244.762424566832,-4.03,1557.4850000000001
-98593.17833333334,247.872113110669,-4.26,1557.769
-98126.84966666665,245.62557787811392,-4.65,1558.058
-97411.42233333336,242.98971287919505,-4.7,1558.356
-96633.724,243.179887786166,-4.96,1558.655
-95977.46450000002,239.85849997327503,-4.73,1558.96
-95320.891,242.3540660114772,-4.68,1559.257
-94524.88033333336,245.7647295013877,-5.35,1559.5520000000001
-93971.48316666664,246.19646528867355,-5.98,1559.865
-93284.11400000002,242.9141171772084,-5.8,1560.195
-92618.54833333332,242.40636016295767,-6.48,1560.519
-91873.21366666668,238.2070953273144,-6.7,1560.863
-91474.7096,235.1600042216258,-5.86,1561.212
-90717.81750000002,232.4556886593581,-5.99,1561.533
-89999.738,233.7418402936756,-5.37,1561.856
-89495.03066666667,231.12075636405777,-5.35,1562.161
-88884.015,231.5586504882781,-4.74,1562.463
-88367.294,229.7373814587065,-4.56,1562.747
-87746.25753333332,228.87834564758057,-3.88,1563.0230000000001
-87294.71600000001,227.3783735355835,-2.67,1563.284
-86751.04959999997,223.98941409211108,-3.29,1563.531
-86186.18,217.8009629500103,-4.32,1563.7930000000001
-85631.18,223.62974404078184,-4.31,1564.057
-85077.63600000001,221.05561058442584,-4.93,1564.327
-84548.32453333335,223.3774166240217,-4.88,1564.6109999999999
-83940.6938333333,228.7630419503089,-4.36,1564.893
-83417.46933333334,234.68610329976863,-5.18,1565.161
-82986.76899999997,238.42310352799865,-5.37,1565.451
-82407.43850000002,243.16072770547603,-5.63,1565.7440000000001
-81990.89999999997,250.78745315401204,-6.06,1566.0439999999999
-81604.11216666667,247.1003682352176,-5.87,1566.355
-81038.26099999998,246.32246412221588,-5.97,1566.658
-80576.7192,240.87295493897983,-5.09,1566.964
-80118.79049999997,238.88896579028287,-5.24,1567.246
-79761.43100000001,234.13416436720672,-5.15,1567.532
-79256.94249999998,230.32953997112173,-4.52,1567.8220000000001
-78771.78550000001,233.92301778529907,-3.76,1568.088
-78380.36249999997,230.6005847869417,-4.6,1568.356
-77927.75800000002,234.7426828516585,-4.42,1568.62
-77460.36299999998,229.25533496544972,-4.92,1568.882
-77019.54013333334,227.2993454606292,-5.02,1569.154
-76557.94999999998,224.1427524434798,-5.28,1569.429
-76130.753,226.64717080896844,-4.97,1569.709
-75665.91499999998,224.91795384960736,-4.91,1569.981
-75106.4805,231.68344444807624,-5.44,1570.252
-74746.73599999998,238.01317290414423,-5.76,1570.535
-74297.47216666667,239.34140543854343,-5.81,1570.826
-73900.65049999999,249.9395723649484,-5.93,1571.117
-73595.13366666668,249.52367746086176,-6.35,1571.412
-73117.95149999997,243.2700059361268,-6.85,1571.717
-72575.645,241.2403946279206,-6.2,1572.035
-72271.48233333335,231.3339802376306,-6.5,1572.33
-71800.95566666668,232.73507960739272,-6.46,1572.636
-71269.31633333334,230.8909584063356,-6.67,1572.938
-70916.04366666666,232.33476105332247,-6.46,1573.247
-70540.14999999998,232.7908655423784,-7.01,1573.55
-70142.81486666668,239.45635365708617,-7.22,1573.868
-69743.65023333335,237.5634446299485,-7.26,1574.191
-69329.16903333334,235.0157701160404,-7.45,1574.5140000000001
-68978.87216666664,225.17215906542413,-7.66,1574.842
-68477.26266666668,220.32661122546068,-7.78,1575.175
-68102.1648,215.55081317503783,-7.94,1575.511
-67642.01713333334,211.2583877926514,-6.86,1575.849
-67131.5285,205.420359086996,-6.49,1576.155
-66669.99346666667,203.42547248921588,-6.16,1576.449
-66196.18849999999,200.17043811242027,-5.9,1576.734
-65779.6785,203.758804582249,-5.42,1577.011
-65364.5875,201.14189964947187,-4.96,1577.275
-65009.710666666666,207.20522458616009,-5.7,1577.528
-64489.3055,204.3859977224767,-6.11,1577.798
-63987.23266666668,200.59108353507256,-6.44,1578.079
-63814.51269999999,198.17360428453372,-6.39,1578.367
-63596.44649999999,208.9757824141881,-6.46,1578.655
-63096.72066666667,199.17080568979725,-6.49,1578.943
-62917.4226,201.6702793802828,-6.17,1579.232
-62707.29413333334,203.6954666984904,-7.06,1579.512
-62163.77896666667,199.7280299125443,-7.04,1579.816
-61946.87993333334,197.242366435254,-6.77,1580.1190000000001
-61605.79266666668,197.40343593339367,-7.36,1580.414
-61010.89566666668,200.14813320360096,-7.4,1580.725
-60824.57333333335,202.7086782342372,-7.82,1581.037
-60602.00602222222,202.5567478249938,-8.29,1581.3600000000001
-59950.7233,206.3768851547348,-7.64,1581.6970000000001
-59604.1108,210.90340290966515,-7.38,1582.007
-59284.84403333334,210.56770709704924,-6.73,1582.312
-59110.877466666665,207.954258455404,-7.18,1582.612
-58867.61723333333,213.77895408048403,-7.5,1582.916
-58566.6315,217.25313232793505,-7.8,1583.226
-58423.05923333333,212.8709102876108,-7.46,1583.5439999999999
-58159.88306666667,216.6606807562948,-7.55,1583.853
-57783.46935,223.454816116,-7.58,1584.164
-57430.40500000001,226.3532918442512,-7.23,1584.474
-57155.06914999999,231.2935761342168,-7.36,1584.776
-56483.31999999999,223.14855036746204,-8.19,1585.0810000000001
-56267.01230000002,224.3533976707648,-8.14,1585.408
-55893.72470000001,223.71829246142204,-7.46,1585.7359999999999
-55526.26499999999,217.3763243825505,-7.2,1586.042
-55260.94264999999,215.69652704379405,-7.55,1586.34
-54553.58249999998,212.4366913146648,-7.11,1586.646
-54287.12940000001,207.67411308560085,-6.07,1586.94
-53959.53739999998,210.2748744860088,-7.07,1587.234
-53603.13,214.7766439566713,-8.26,1587.527
-53343.45915,208.19350573591464,-7.61,1587.85
-53064.48765000002,216.8579026931373,-7.4,1588.165
-52744.61249999999,213.88701388029443,-7.89,1588.466
-52437.125000000015,217.9567383202817,-8.39,1588.777
-52206.60319999998,220.3743647767866,-7.69,1589.108
-51856.25204999999,221.13790909272413,-8.74,1589.415
-51450.45315000001,223.261990272584,-7.84,1589.752
-51158.25250000001,223.71721395019227,-8.6,1590.069
-50850.742500000015,221.1479059817251,-7.84,1590.401
-50623.676,220.7236106732058,-8.7,1590.719
-50434.780900000005,219.08254103386616,-8.52,1591.0529999999999
-50136.81984999999,213.81781717736385,-8.41,1591.386
-49829.530000000006,215.07712976760632,-8.8,1591.718
-49481.4466,211.57084710504336,-8.99,1592.065
-49079.17010000002,207.63643592103045,-8.94,1592.402
-48577.41474999999,207.40999031146947,-8.7,1592.741
-48270.5469,206.744026938688,-8.78,1593.0729999999999
-48056.51000000001,204.37676012041777,-8.57,1593.406
-47778.31500000001,203.8713291389937,-8.52,1593.732
-47512.65525,204.0580378539165,-8.87,1594.056
-47352.98039999999,200.12004323663527,-8.87,1594.391
-47037.95264999999,201.57862918592315,-9.0,1594.726
-46477.85999999999,200.97514386943084,-8.79,1595.065
-46273.18175000001,206.18208295015896,-8.58,1595.4
-45993.7511,205.65965094423697,-8.15,1595.728
-45760.390000000014,203.7878948817506,-7.55,1596.042
-45574.35689999999,204.2599351400208,-7.94,1596.33
-45364.97619999998,207.5966069009341,-7.4,1596.621
-45136.27499999999,210.2720270577908,-7.59,1596.91
-44937.935000000005,210.8376323281788,-7.63,1597.2060000000001
-44796.4378,214.1828461994789,-7.97,1597.5059999999999
-44685.902,216.41663219437743,-7.86,1597.805
-44358.5475,218.34888238109227,-7.72,1598.105
-44231.255,219.24687294689664,-7.87,1598.4
-44107.33380000001,221.7721744693644,-7.89,1598.7
-43927.10855000001,222.71746789063323,-7.83,1599.0
-43746.05500000001,217.51186974587569,-7.61,1599.298
-43510.322400000005,214.5013713408328,-8.1,1599.59
-43330.38750000001,213.9182293789752,-7.36,1599.894
-43192.015,207.9533487146811,-7.28,1600.179
-43046.15699999999,211.4870756888481,-7.2,1600.46
-42866.0105,210.4383494018988,-7.73,1600.74
-42705.53499999998,212.28537276723185,-6.52,1601.031
-42540.50250000001,204.82615482707928,-8.0,1601.2930000000001
-42400.46499999999,206.2215634864937,-8.61,1601.592
-42254.44639999999,201.99679013111552,-8.74,1601.91
-42145.19614999999,204.30591912829976,-8.14,1602.231
-41859.01,201.68967291161368,-7.44,1602.534
-41711.15755,203.1809190815252,-8.49,1602.819
-41565.82055000001,204.2219503591491,-8.46,1603.132
-41400.662500000006,201.66462398159248,-8.01,1603.443
-41221.885,203.1620719019197,-8.88,1603.743
-41018.0782,204.26047843855287,-8.43,1604.066
-40899.867,206.35415471090323,-8.29,1604.377
-40678.3001,204.82674347655345,-8.69,1604.683
-40365.817500000005,200.8960917386434,-8.53,1604.999
-39950.68680000001,199.89056576724948,-8.84,1605.312
-39809.2075,201.12434903906265,-8.85,1605.632
-39655.9736,205.4900663672548,-8.62,1605.959
-39353.5942,204.18539759772148,-9.03,1606.272
-39217.90404000001,201.5320304267976,-8.33,1606.596
-38957.388600000006,200.96619797440223,-9.14,1606.902
-38804.3,200.46615960740988,-8.98,1607.239
-38603.43999999997,201.4844524663304,-9.66,1607.5520000000001
-38535.94648,201.3226860426168,-9.22,1607.897
-38358.4,197.90454896091208,-8.99,1608.226
-38195.3,193.690311850125,-9.56,1608.546
-38162.1,193.08131430805,-9.18,1608.879
-38092.7,192.5956555545,-8.39,1609.202
-37950.5,197.55250733926664,-7.71,1609.5
-37934.99999999999,193.873098888,-7.1,1609.78
-37807.100000000006,193.581354240625,-6.96,1610.051
-37759.2,196.6742707386,-6.55,1610.31
-37671.00000000001,195.70159247466665,-6.21,1610.565
-37565.4,200.402973875925,-5.95,1610.81
-37504.4,198.138503631,-5.5,1611.047
-37452.9,191.53156337775,-5.68,1611.276
-37429.4,204.77737582488,-5.07,1611.508
-37389.8,207.868080375675,-4.6,1611.726
-37369.9,209.326456305,-4.12,1611.936
-37353.2,209.495641888,-3.98,1612.136
-37315.7,208.685091262475,-3.5,1612.333
-37170.50000000001,207.323585223,-3.16,1612.522
-37103.6,204.2829889158,-3.17,1612.704
-37026.8,202.3448524395,-2.78,1612.883
-37005.6,205.98808959113333,-2.94,1613.063
-36924.7,205.650989878,-2.65,1613.238
-36862.6,206.085787558,-2.17,1613.409
-36773.4,206.543994036,-2.14,1613.574
-36720.8,204.455553872625,-1.92,1613.74
-36671.8,204.7919056404,-1.48,1613.902
-36623.6,208.23327262075,-0.95,1614.0529999999999
-36583.2,210.07869060075,-0.66,1614.202
-36522.9,207.2301825856,-0.62,1614.345
-36462.8,210.7947524055,-0.07,1614.4859999999999
-36409.2,207.99977968,0.8,1614.624
-36334.2,207.411157001,0.53,1614.75
-36242.4,206.5229252229,1.15,1614.88
-36215.59999999999,208.335059710425,1.36,1615.0
-36138.5,214.3603925775,1.61,1615.12
-36050.3,211.213425214,1.6,1615.237
-35945.0,214.2064208262,2.04,1615.358
-35827.2,212.09241359079,2.81,1615.472
-35697.5,212.135905967,2.87,1615.578
-35668.600000000006,214.2958990008333,2.69,1615.684
-35511.3,209.8366778265,3.09,1615.7930000000001
-35481.0,212.5055286975,2.9,1615.897
-35388.1,206.586570978,3.62,1616.0
-35352.0,209.65639176,3.7,1616.098
-35346.5,208.25190909,3.01,1616.1970000000001
