Year,CO2 (ppmv),Temperature Anomaly [°C],Year(for Temp)
-35193.2,207.34584681975,2.9,1616.3029999999999
-35168.600000000006,210.157174784,3.35,1616.41
-35073.4,206.3568576216,3.23,1616.5149999999999
-34989.8,203.514345808,3.34,1616.621
-34870.2,202.76033458287492,3.75,1616.723
-34762.8,203.7543230524,3.48,1616.821
-34719.6,203.76951759,3.19,1616.921
-34641.8,205.10239260525,3.19,1617.024
-34556.3,198.9617645275,2.54,1617.128
-34311.8,200.09164615275,2.53,1617.238
-34223.100000000006,201.7797825328,3.27,1617.347
-34136.5,204.123014498,2.77,1617.451
-33998.3,198.799944457875,2.32,1617.558
-33904.6,203.2886587452,2.01,1617.67
-33751.600000000006,200.5019756069,1.83,1617.783
-33722.50000000001,201.81310262977505,1.79,1617.903
-33617.99999999999,201.8276293501,0.88,1618.021
-33580.7,201.88660042935,1.02,1618.151
-33558.5,202.041266727,1.03,1618.275
-33547.09999999999,201.06305549865,0.26,1618.401
-33495.8,200.29875552115,0.05,1618.539
-33433.0,201.35769286432503,-0.12,1618.6779999999999
-33409.4,203.6185257355,-0.1,1618.821
-33387.0,204.46706210535,-0.34,1618.964
-33331.7,205.3761847385,0.35,1619.1100000000001
-33215.8,203.60050857025,0.32,1619.247
-33139.6,198.7828307793,0.71,1619.384
-32916.8,203.0917776366,0.15,1619.518
-32875.6,202.795646976,0.97,1619.657
-32760.6,197.16130487225,0.96,1619.787
-32697.800000000003,198.89171239745,0.92,1619.917
-32670.0,200.2924224414,0.77,1620.048
-32652.6,199.48892964,0.47,1620.18
-32606.9,199.6474818549,0.49,1620.316
-32384.4,196.201852015,0.78,1620.449
-32362.800000000003,196.266613322,0.1,1620.585
-32300.800000000003,195.7913334535,0.79,1620.725
-32240.300000000003,194.8874767012333,0.2,1620.859
-32114.200000000004,195.93175875275,0.41,1620.999
-32041.5,195.41091567172492,1.0,1621.136
-32007.0,196.47191999325,1.11,1621.267
-31975.899999999998,194.47027317217496,1.36,1621.396
-31957.499999999996,194.46060405395,1.36,1621.5230000000001
-31935.7,195.2662323655,0.66,1621.649
-31891.000000000007,195.627148340675,0.8,1621.783
-31808.10000000001,200.03106638475,0.7,1621.917
-31605.300000000003,197.79975641045,0.79,1622.051
-31541.399999999998,197.12526326695,0.57,1622.182
-31467.5,196.89622890765,1.19,1622.315
-31198.300000000003,197.646004846875,1.04,1622.44
-31059.0,196.32609642975,0.41,1622.568
-30930.9,196.70181603277496,0.46,1622.702
-30863.10000000001,199.302319209275,0.39,1622.839
-30764.1,195.93861278715,0.7,1622.975
-30727.8,195.08012700165003,0.16,1623.113
-30644.6,194.4295742917,0.43,1623.25
-30561.1,194.606829741,0.61,1623.383
-30484.8,194.110429478875,0.57,1623.52
-30411.2,195.247244775875,0.31,1623.659
-30357.9,192.46518778166669,0.57,1623.797
-30200.6,196.9080549903,0.56,1623.933
-30197.5,196.4166558834,1.31,1624.062
-30129.599999999995,193.90502757875,0.72,1624.1979999999999
-30076.9,193.3257604058,0.85,1624.3319999999999
-29983.9,192.507154839675,0.44,1624.471
-29868.4,192.9276430365,-0.55,1624.615
-29842.1,193.71283854975,0.19,1624.758
-29574.1,189.946864958,-0.08,1624.904
-29406.4,188.4753253155,-0.24,1625.0520000000001
-29155.2,187.999563507075,-0.16,1625.2
-28825.7,190.3322228457,-0.56,1625.3519999999999
-28763.0,187.1432812245,-0.23,1625.5
-28578.800000000003,182.936081584225,0.08,1625.644
-28450.5,184.2981804458,0.13,1625.788
-28362.7,185.9886464213,-0.34,1625.937
-28327.9,186.5173876995,-0.84,1626.093
-28231.7,188.475316491,-0.43,1626.245
-28151.5,188.2467783878,-1.4,1626.408
-28049.0,191.5673410079,-0.76,1626.563
-28002.1,191.375496743275,-0.93,1626.721
-27887.800000000003,190.9669244527,-1.13,1626.8809999999999
-27792.8,191.28441196185,-1.21,1627.042
-27731.2,189.77280474485,-1.88,1627.213
-27659.2,189.24251845,-1.52,1627.379
-27460.2,189.2132558424,-1.35,1627.542
-27416.1,189.82870639425,-1.92,1627.713
-27373.9,191.0119519104,-1.93,1627.885
-27299.6,192.39141674277,-2.24,1628.061
-27255.3,188.0966829643,-2.44,1628.24
-27200.7,192.26433856792505,-2.37,1628.4189999999999
-27058.9,192.8724796734,-2.9,1628.604
-26998.6,193.2594032754,-2.08,1628.778
-26952.7,192.68758991725,-3.08,1628.967
-26891.9,193.8897968002,-2.98,1629.154
-26774.3,193.80250764615,-3.14,1629.343
-26676.4,192.8154242622,-3.39,1629.538
-26627.4,193.1001041801,-4.24,1629.746
-26476.9,189.6458701976,-3.81,1629.9470000000001
-26463.9,189.156744422,-4.03,1630.152
-26419.7,192.63389865615,-4.41,1630.363
-26321.6,191.5941937651,-4.45,1630.574
-26264.1,191.816137593,-4.37,1630.784
-26147.3,189.95757968037492,-4.41,1630.9940000000001
-26023.2,189.286787345625,-4.57,1631.2060000000001
-25977.1,188.98634898427505,-5.3,1631.432
-25935.0,189.27849064935,-4.41,1631.641
-25916.4,190.5849616488,-4.22,1631.844
-25870.7,187.586392521325,-3.6,1632.036
-25768.6,189.304523923175,-3.29,1632.223
-25764.1,190.6078690615,-3.65,1632.414
-25737.0,192.712370759625,-3.44,1632.6019999999999
-25711.3,191.46001174245,-3.57,1632.791
-25636.4,191.95350057715,-3.2,1632.975
-25599.7,191.5337587855875,-3.12,1633.156
-25552.800000000003,191.23379793375,-2.95,1633.334
-25491.9,191.953133708875,-2.99,1633.512
-25330.1,190.0614572262,-2.69,1633.683
-25220.2,194.928153007,-1.27,1633.834
-25134.800000000003,186.271358966325,-1.61,1633.989
-25092.0,187.3935686286,-2.05,1634.151
-25004.9,188.0846282088,-2.6,1634.321
-24907.8,186.43114764435,-2.28,1634.488
-24753.7,185.43660435787496,-3.84,1634.6779999999999
-24587.1,185.5131813934,-3.62,1634.864
-24510.7,186.0128248,-2.5,1635.032
-24365.000000000004,183.7673068405,-2.84,1635.204
-24304.5,184.5716823558,-3.23,1635.384
-24066.000000000004,184.51815170625,-3.67,1635.57
-23836.0,186.541161542,-3.22,1635.748
-23593.6,183.378918299,-3.46,1635.93
-23401.1,182.66041686875,-3.8,1636.117
-23213.6,180.69369987575,-2.85,1636.29
-22693.6,180.565516782075,-3.9,1636.4769999999999
-22319.8,186.726894870075,-3.43,1636.658
-22127.7,184.6823772,-4.4,1636.854
-21923.8,183.12944747075,-4.03,1637.0439999999999
-21650.5,187.985359152,-4.05,1637.2350000000001
-21495.2,186.77935625475,-5.11,1637.442
-21408.4,193.532820435975,-4.76,1637.644
-21326.7,197.67188495835,-4.43,1637.84
-21235.0,188.6041093398,-5.11,1638.046
-21157.3,190.08050149462505,-4.92,1638.245
-21063.8,190.53007546182505,-5.33,1638.458
-21044.0,189.397339585125,-5.51,1638.663
-20883.6,186.13368892427505,-5.41,1638.867
-20799.300000000003,190.0135889095,-5.19,1639.069
-20700.8,188.4866056205,-5.21,1639.275
-20654.1,185.207494535,-5.97,1639.4940000000001
-20600.1,184.67921815,-5.4,1639.703
-20397.6,187.0216472475,-5.77,1639.9180000000001
-20342.2,187.2242115241,-5.44,1640.127
-20280.886,191.2705275530216,-6.36,1640.351
-20105.594,187.38113959770783,-5.84,1640.566
-19963.629,190.7825043804128,-5.7,1640.777
-19840.593,187.9571766507431,-5.33,1640.983
-19612.853,185.2260525920329,-5.76,1641.195
-19395.184,187.24278170075527,-6.12,1641.412
-19262.702,190.05178294941012,-5.53,1641.618
-19117.69,188.40117180397905,-6.02,1641.833
-19014.428,190.87078412905063,-6.38,1642.055
-18878.392,192.6575020110712,-6.56,1642.28
-18716.489,187.76130879373025,-6.79,1642.509
-18586.804,193.92595404672443,-6.99,1642.731
-18457.601,189.9902249511881,-7.59,1642.969
-18263.307,190.47301770392272,-6.66,1643.193
-18068.696,193.72302093582547,-5.8,1643.396
-17933.882,196.05515178135056,-5.06,1643.59
-17841.188,193.60063929670704,-5.47,1643.789
-17679.493,191.41876528996983,-5.28,1643.9859999999999
-17618.151,188.95303905155183,-5.42,1644.183
-17492.725,191.51661846127155,-4.57,1644.367
-17332.155,191.584282023408,-4.25,1644.5439999999999
-17202.786,191.0855048576497,-3.95,1644.716
-17043.816,192.7099140092297,-4.67,1644.9
-16916.913,188.49917580509657,-5.27,1645.094
-16885.152,188.43646889385016,-4.85,1645.284
-16853.635,192.9746062473733,-5.2,1645.476
-16797.045,191.2709926696737,-5.39,1645.671
-16727.396,193.90294365325792,-5.1,1645.8519999999999
-16632.943,188.57060817148653,-5.42,1646.046
-16569.994,187.6657005045612,-4.73,1646.237
-16536.591,187.0879474951784,-5.82,1646.438
-16507.829,187.44688100668245,-5.25,1646.6309999999999
-16472.425,188.4698498760077,-5.68,1646.83
-16441.159,188.2127161368506,-6.12,1647.037
-16410.352,188.7315750218416,-6.39,1647.249
-16374.393,187.1210722823276,-6.23,1647.458
-16345.805,189.03208526365853,-5.94,1647.661
-16314.682,188.52153443206024,-7.01,1647.884
-16282.181,188.87750852438725,-7.07,1648.109
-16251.792,185.64837724764448,-7.06,1648.3319999999999
-16223.163,189.0114574096496,-7.69,1648.549
-16189.755,184.87510819689115,-7.14,1648.7730000000001
-16160.627,188.59044595252612,-6.57,1648.9850000000001
-16131.597000000002,188.64072093684447,-6.31,1649.192
-16100.092,187.7267726989902,-5.93,1649.391
-16074.45,187.78531136917945,-4.91,1649.576
-16042.042,188.9556833468375,-5.57,1649.768
-16015.825,188.6564989836098,-5.87,1649.965
-15985.988,188.54215704394005,-5.99,1650.164
-15957.158,191.7237910053392,-6.57,1650.374
-15930.995,190.2606131810841,-6.63,1650.585
-15904.603,189.51763426245728,-6.37,1650.791
-15875.432,191.20739896471937,-6.54,1650.999
-15847.574,187.25256339861124,-6.68,1651.21
-15819.713,191.7049630706334,-7.24,1651.424
-15793.75,190.411456374954,-7.15,1651.644
-15767.049,189.5231390515472,-7.6,1651.872
-15741.214,191.5189594499656,-7.81,1652.104
-15715.057,194.3760035369042,-7.35,1652.305
-15687.878,193.21020619774924,-8.03,1652.52
-15662.004,195.79039289658348,-7.38,1652.742
-15636.251,196.9632882286796,-7.05,1652.96
-15611.459,192.6236483930915,-6.95,1653.1689999999999
-15584.589,192.37047527166976,-6.37,1653.37
-15560.868,191.5857343990861,-5.87,1653.564
-15535.291,191.4761142959414,-5.66,1653.751
-15510.991000000002,193.00049226913703,-4.93,1653.9279999999999
-15484.971,190.75739808941373,-6.17,1654.124
-15460.026000000002,191.8856673685563,-6.68,1654.33
-15435.299,193.02021337722056,-7.2,1654.546
-15410.496,190.50284337603904,-7.22,1654.757
-15361.873,194.651413175494,-7.62,1654.982
-15337.896,195.87573909141443,-8.07,1655.208
-15286.245,198.29417538469403,-7.63,1655.432
-15213.698,198.631089252931,-7.53,1655.654
-15141.847000000002,202.1012164231453,-6.4,1655.854
-15044.774,204.3247383426767,-7.14,1656.067
-14978.830999999998,202.9290476816134,-7.58,1656.289
-14919.315,205.18509194320177,-7.76,1656.5140000000001
-14847.544999999998,205.5254887694144,-7.27,1656.719
-14783.527999999998,210.24939480334604,-6.98,1656.9270000000001
-14705.879,213.15469236971649,-6.14,1657.121
-14640.012,208.4614276166706,-6.41,1657.32
-14603.508999999998,208.65010901966772,-6.29,1657.5149999999999
-14559.932,207.9470733853761,-6.7,1657.717
-14522.034,213.9380167825644,-6.17,1657.91
-14508.381,217.18722610003744,-5.72,1658.094
-14481.323,211.7934498012063,-5.41,1658.2730000000001
-14460.705999999998,212.94888538923,-6.43,1658.459
-14441.886,209.50810411665643,-5.73,1658.642
-14424.888,211.2133503062316,-5.31,1658.819
-14404.228,214.8309479320241,-5.12,1658.982
-14387.251,212.4297076897044,-4.97,1659.143
-14367.429,214.5978424508933,-4.4,1659.3020000000001
-14346.958,212.84367513227136,-4.57,1659.466
-14328.743,214.2212288682848,-4.33,1659.626
-14310.727,218.56382460975144,-3.84,1659.78
-14290.564,220.48517092637948,-3.83,1659.933
-14272.957,223.2363153157684,-4.07,1660.0819999999999
-14258.708,227.3244742360862,-4.31,1660.238
-14237.461,221.48984625503212,-4.99,1660.401
-14216.707,226.1908800011438,-4.97,1660.568
-14201.209,224.8625784974834,-5.01,1660.7359999999999
-14164.135,222.4115117516632,-5.21,1660.8980000000001
-14133.0,224.242360124708,-5.06,1661.0720000000001
-14083.783,224.4802221411913,-4.77,1661.233
-14064.67,222.39327867419092,-5.15,1661.404
-14048.978,224.4079901815647,-4.79,1661.574
-14045.492,223.7224506956352,-5.0,1661.733
-13986.522,223.7681909549173,-4.69,1661.8890000000001
-13970.254,223.5107392974745,-4.57,1662.0520000000001
-13894.953,222.36468715588023,-5.02,1662.219
-13817.681,224.8571801594681,-4.9,1662.387
-13754.787,222.1576434042996,-4.99,1662.556
-13699.43,222.7583450509724,-5.35,1662.732
-13596.395,223.5305343345643,-5.56,1662.906
-13512.934,223.2710402890986,-4.9,1663.0729999999999
-13460.078,224.74311624898783,-5.61,1663.25
-13432.846,225.38795165189697,-5.27,1663.42
-13395.237,228.9165200283857,-5.0,1663.587
-13370.944,227.643060952884,-5.24,1663.759
-13330.741,225.77162913978188,-5.17,1663.93
-13293.443,228.26585961041692,-5.77,1664.1100000000001
-13268.875,230.18339813242304,-5.35,1664.287
-13231.113,227.84358475209112,-5.55,1664.465
-13206.516,228.8057322422929,-5.28,1664.6390000000001
-13183.528,229.6716065699829,-6.61,1664.8319999999999
-13145.81,234.47446894840783,-5.71,1665.011
-13122.534,228.9948074515769,-5.71,1665.191
-13084.777,225.38083520649624,-5.83,1665.372
-13061.48,228.3650655244248,-5.66,1665.55
-13037.256,227.65098593922204,-5.69,1665.729
-13026.478,229.78672581367329,-5.97,1665.912
-13003.662,228.890295544307,-6.21,1666.098
-12979.02,228.46979297537328,-5.67,1666.277
-12965.908,228.3587950722309,-5.85,1666.4569999999999
-12954.212,228.71528957073207,-5.98,1666.6399999999999
-12942.457,230.6301423785333,-5.95,1666.8220000000001
-12930.662,227.85150672131329,-6.31,1667.01
-12919.177,232.22123314488172,-6.18,1667.196
-12907.525,233.1674385645637,-6.55,1667.388
-12894.772,227.87363187172843,-6.39,1667.577
-12884.75,228.4041873231957,-6.74,1667.772
-12872.391,226.50690563613685,-6.73,1667.967
-12860.614,227.5760816830967,-6.89,1668.159
-12849.135,228.50250206425628,-7.38,1668.367
-12837.831,227.78536212593403,-7.82,1668.5810000000001
-12826.283,227.3927296719852,-7.19,1668.778
-12813.412,224.64412988292017,-6.75,1668.968
-12808.515,227.9025821178081,-7.12,1669.1689999999999
-12793.189,231.47501430697423,-6.62,1669.3609999999999
-12780.883,234.53668908061687,-5.57,1669.533
-12768.124,230.5296191365043,-6.53,1669.722
-12756.958,228.1794674192821,-6.81,1669.917
-12746.689,228.9069484734525,-7.33,1670.122
-12736.374,237.4924390193572,-8.04,1670.34
-12725.119,234.33541847308945,-8.12,1670.56
-12714.087,233.4167859001804,-8.57,1670.788
-12702.256,234.62208303328032,-8.05,1671.007
-12695.202,238.11592408247537,-7.89,1671.222
-12679.987,240.102021264826,-9.3,1671.465
-12669.389,237.970723841254,-8.41,1671.69
-12656.209,237.58632963935628,-8.26,1671.911
-12645.468,235.309514173436,-7.75,1672.121
-12636.185,237.9659544143376,-7.76,1672.3319999999999
-12625.933,239.76503812675872,-8.22,1672.5520000000001
-12613.518,239.8599976613368,-9.38,1672.795
-12602.933,241.729807649943,-8.95,1673.029
-12591.662,235.8323421305916,-8.38,1673.252
-12581.297,243.17377294839463,-8.99,1673.4859999999999
-12570.852,241.1441164192452,-8.58,1673.711
-12547.209,242.05538663336657,-8.16,1673.9270000000001
-12513.583,238.61345734214723,-7.89,1674.1390000000001
-12493.283,240.9489026098227,-8.28,1674.356
-12472.234,242.6046029893104,-9.02,1674.59
-12460.597,242.5463915992586,-8.95,1674.821
-12424.989,240.3252352260465,-8.58,1675.045
-12404.483,238.39005888170092,-8.97,1675.276
-12393.156,242.07891889663432,-8.56,1675.499
-12358.608,235.8013722168602,-9.05,1675.732
-12348.717,239.03677680876376,-9.11,1675.965
-12323.024,240.21229536304708,-9.05,1676.1970000000001
-12287.445,236.59503531115416,-9.17,1676.431
-12255.559,238.3613364190683,-8.98,1676.662
-12229.551,239.36064776017065,-9.31,1676.8980000000001
-12206.604,239.2381868013861,-9.32,1677.134
-12170.057,236.39805979670948,-9.06,1677.365
-12134.472,232.88000615516705,-9.38,1677.603
-12110.093,241.2691650036853,-9.23,1677.836
-12072.859,237.8687866200197,-9.34,1678.0720000000001
-12051.788,235.91958262522573,-9.36,1678.307
-11990.228,240.5703386445421,-9.09,1678.537
-11921.566,237.9515851667121,-9.16,1678.768
-11877.204,239.0843507235488,-9.55,1679.0059999999999
-11808.73,241.11490412197253,-8.98,1679.232
-11762.826,241.59139134507328,-8.41,1679.4470000000001
-11695.346,238.54747522687632,-8.54,1679.663
-11650.809,243.85979844717,-9.25,1679.893
-11581.749,235.8255291423037,-8.51,1680.109
-11536.737,240.25427358439865,-9.13,1680.337
-11468.103,237.82629259075324,-8.95,1680.561
-11354.149,236.8602209016533,-8.65,1680.778
-11316.965,240.4197733780046,-8.88,1681.0
-11266.195,239.4098936541896,-8.55,1681.215
-11222.67,236.9100647065016,-8.54,1681.429
-11178.448,234.8172845805215,-8.45,1681.641
-11138.223,241.5552999030114,-8.49,1681.853
-11116.591,237.9090254487845,-8.28,1682.061
-11093.693,238.86480110696388,-8.92,1682.282
-11071.916,234.67711437690164,-8.77,1682.5
-11051.057,239.41877622767905,-8.68,1682.715
-11030.883,237.14801820813656,-8.21,1682.923
-11009.751,240.7072616624785,-7.34,1683.12
-10989.228,238.17670710529904,-7.9,1683.325
-10967.105,238.7942418996904,-8.15,1683.541
-10943.384,239.43542944264075,-8.29,1683.76
-10923.977,241.2383063619222,-7.81,1683.964
-10902.706,239.34501708789696,-7.76,1684.166
-10880.152,242.14661205332536,-7.54,1684.357
-10859.27,242.2333501787688,-7.24,1684.5430000000001
-10835.627,241.4960201489729,-7.52,1684.734
-10812.577,240.0194403921716,-7.45,1684.923
-10789.914,247.29878007926465,-7.39,1685.1109999999999
-10769.8,241.5919394471499,-6.72,1685.288
-10747.141,244.24252191664183,-6.98,1685.469
-10723.897,242.52904430354567,-7.31,1685.655
-10703.637,243.94829999483665,-6.83,1685.8319999999999
-10679.853,246.94327763185444,-6.54,1686.0059999999999
-10657.644,248.09151906637945,-6.9,1686.183
-10636.604,247.01866418752644,-6.17,1686.351
-10614.615,244.27496932125192,-6.16,1686.517
-10593.717,249.9226267174943,-6.2,1686.685
-10571.35,246.7361603977909,-7.04,1686.866
-10545.838,244.42282246806465,-7.91,1687.061
-10525.39,246.1791753476704,-7.0,1687.242
-10504.817,245.828192028346,-7.86,1687.435
-10481.925,247.67023851530325,-7.53,1687.624
-10459.378,246.4034368607132,-7.41,1687.81
-10438.308,243.00399847303908,-7.87,1688.005
-10415.281,244.30941964788173,-8.35,1688.208
-10393.121,246.9665079337188,-7.95,1688.403
-10371.276,250.7315436936512,-7.46,1688.589
-10351.036,248.9240190698803,-7.01,1688.769
-10330.774,249.37721064234103,-7.29,1688.951
-10306.477,248.95174624217293,-6.68,1689.126
-10282.921,249.2318205544177,-8.06,1689.321
-10261.34,249.6533400802813,-7.96,1689.517
-10240.414,250.96816256782247,-8.42,1689.719
-10218.481,251.42428040746907,-7.99,1689.915
-10196.495,251.13879991205624,-7.35,1690.1019999999999
-10174.583,253.01913649818056,-7.27,1690.284
-10155.248,255.6570401748525,-7.36,1690.468
-10129.849,251.03138662276533,-8.38,1690.6689999999999
-10108.796,253.0980369479649,-7.51,1690.855
-10087.316,248.4071332197136,-7.2,1691.035
-10065.895,247.85064164274337,-7.43,1691.219
-10040.691,255.3912977602452,-6.7,1691.3899999999999
-10019.551,253.9931437879996,-6.02,1691.5520000000001
-9998.086,248.91570205793047,-6.59,1691.722
-9976.956,258.57498699245264,-6.82,1691.895
-9954.912,255.8965753132392,-7.17,1692.074
-9933.166,251.56174454316204,-6.98,1692.25
-9913.118,253.6295799831633,-7.29,1692.432
-9893.327,254.31017470730887,-8.13,1692.625
-9870.5,257.16871076552565,-6.93,1692.801
-9852.789,258.53058047537485,-7.16,1692.98
-9830.723,258.24947010276907,-7.68,1693.167
-9809.212,258.7419682040664,-6.99,1693.342
-9790.65,255.89086904448925,-7.12,1693.52
-9769.717,256.0430608603061,-7.69,1693.702
-9751.438,253.99089690085395,-7.71,1693.8899999999999
-9732.818,254.6155973344712,-7.99,1694.083
-9714.542,247.5528586529488,-8.92,1694.281
-9697.924,257.13429330946656,-7.72,1694.469
-9678.966,266.2202091929294,-7.88,1694.659
-9661.307,261.3035570908851,-7.85,1694.848
-9642.243,260.7019637596007,-7.47,1695.031
-9626.406,267.0926460402798,-7.77,1695.219
-9609.612,262.7402713424808,-8.2,1695.414
-9593.596,266.8975316078414,-7.99,1695.605
-9573.934,269.5087267559184,-7.17,1695.783
-9557.225,267.66344435702626,-7.48,1695.965
-9540.446,267.1659882944808,-7.55,1696.148
-9522.799,269.09658248435426,-7.68,1696.335
-9503.064,268.86948241809176,-8.38,1696.532
-9485.931,270.14345909208504,-8.48,1696.731
-9467.453,264.4831386910426,-7.89,1696.921
-9449.861,268.1638827775123,-8.33,1697.117
-9433.156,264.8396344162771,-7.6,1697.301
-9389.371,264.8062514925239,-8.33,1697.497
-9366.978787878788,264.1,-8.12,1697.69
-9306.56787878788,264.4,-8.28,1697.885
-9250.576363636364,265.3,-8.57,1698.085
-9235.87090909091,265.0,-8.29,1698.281
-9211.063636363637,264.8,-7.54,1698.466
-9139.615757575755,264.8,-7.23,1698.642
-9004.478787878788,267.6,-7.45,1698.818
-8885.743636363635,265.1,-7.46,1698.998
-8851.809090909092,266.0,-7.49,1699.1779999999999
-8730.480000000003,266.9,-7.8,1699.363
-8555.551515151516,267.5,-7.76,1699.544
-8416.55575757576,264.9,-7.29,1699.722
-8349.554545454546,265.7,-7.93,1699.908
-8242.954545454544,263.4,-7.32,1700.085
-8184.503030303031,264.0,-7.43,1700.2640000000001
-8042.609575757577,264.2,-6.91,1700.434
-7951.037878787878,264.4,-6.95,1700.604
-7623.266606060606,263.8,-6.32,1700.7649999999999
-7605.863939393939,263.0,-6.26,1700.925
-7574.439454545454,260.9,-6.65,1701.089
-7568.059030303029,260.6,-5.97,1701.245
-7486.703454545452,265.2,-5.85,1701.398
-7411.11696969697,263.8,-6.29,1701.557
-7345.308848484849,263.7,-5.6,1701.7069999999999
-7193.01284848485,262.0,-5.66,1701.858
-7110.173939393941,259.3,-5.67,1702.008
-7042.985757575756,260.4,-6.58,1702.1680000000001
-6961.853878787877,260.9,-5.99,1702.323
-6831.282363636365,259.0,-5.52,1702.478
-6760.678181818183,261.8,-6.01,1702.634
-6596.579090909092,260.7,-7.22,1702.802
-6509.6757575757565,261.3,-6.8,1702.969
-6401.876727272727,258.3,-6.94,1703.138
-6244.798787878788,259.3,-7.56,1703.312
-6166.284242424243,259.6,-6.4,1703.472
-6025.853939393939,260.8,-5.92,1703.625
-5976.3653939393935,259.2,-5.68,1703.775
-5910.1816363636335,259.7,-5.22,1703.9180000000001
-5769.591515151516,260.4,-4.42,1704.052
-5711.366363636364,260.1,-5.07,1704.192
-5547.865393939395,258.4,-4.22,1704.323
-5455.323818181818,260.7,-3.77,1704.448
-5324.009999999999,263.0,-4.49,1704.58
-5238.070303030302,262.3,-3.43,1704.702
-5088.269878787879,257.6,-3.45,1704.823
-5020.077393939396,258.1,-3.21,1704.941
-4930.308666666668,262.9,-2.83,1705.056
-4819.652545454545,262.1,-3.05,1705.172
-4732.545393939393,259.4,-2.42,1705.282
-4622.291575757575,261.1,-2.41,1705.391
-4451.244848484847,261.2,-1.83,1705.495
-4387.206909090909,262.7,-2.13,1705.602
-4351.963333333333,263.2,-2.32,1705.711
-4139.807878787879,265.5,-1.66,1705.813
-4049.376060606061,266.7,-1.25,1705.911
-3984.0914545454543,260.7,-0.36,1706.001
-3902.259636363636,265.5,-0.21,1706.091
-3807.6063636363633,265.9,-0.12,1706.179
-3631.297333333333,267.6,0.21,1706.2649999999999
-3583.289575757576,265.2,0.87,1706.347
-3407.548545454545,265.3,1.19,1706.426
-3361.1757575757574,267.6,0.99,1706.505
-3268.5661818181834,269.8,1.01,1706.586
-3136.7899393939388,268.6,0.36,1706.667
-3031.5798787878784,269.3,0.63,1706.75
-2971.2018181818185,270.7,0.74,1706.831
-2823.0015151515154,271.5,1.14,1706.91
-2697.4629090909093,269.8,1.57,1706.9859999999999
-2642.8192727272726,269.1,1.81,1707.06
-2544.362424242425,271.1,2.2,1707.133
-2392.822424242424,271.5,1.08,1707.211
-2325.076666666667,272.8,1.89,1707.285
-2255.842363636364,271.6,1.91,1707.358
-2158.6667272727277,271.7,1.84,1707.432
-2018.950606060605,274.9,2.06,1707.504
-1906.166363636364,275.4,2.42,1707.575
-1856.856969696969,271.5,2.31,1707.645
-1743.407696969697,273.0,2.71,1707.714
-1694.462727272728,273.4,2.21,1707.786
-1578.2878787878783,275.0,1.96,1707.859
-1481.1192727272728,274.0,2.73,1707.9279999999999
-1333.661575757576,273.1,1.98,1708.001
-1305.7281818181818,276.3,2.2,1708.0720000000001
-1106.604242424242,274.6,2.56,1708.142
-998.8163030303032,276.3,2.46,1708.213
-954.5469090909088,274.7,1.72,1708.289
-851.7606666666657,275.3,0.51,1708.372
-758.4754545454548,278.9,1.17,1708.453
-678.0157575757571,273.9,0.09,1708.539
-576.1249696969699,277.9,1.03,1708.622
-464.3166666666666,277.6,0.38,1708.7069999999999
-315.5493333333334,276.7,0.38,1708.7930000000001
-284.2352727272724,276.7,0.29,1708.88
-143.35909090909172,276.9,-0.01,1708.969
-49.70909090909004,278.0,-0.56,1709.063
1.0,276.7,-0.52,1709.156
30.0,277.9,-0.26,1709.248
56.0,277.4,-0.81,1709.345
104.0,277.5,-1.22,1709.445
136.0,278.1,-1.06,1709.5430000000001
153.5307600000001,278.0719954240161,-0.72,1709.6399999999999
174.53361999999993,277.55589209790946,-1.0,1709.738
240.6014,280.2490871903012,-0.99,1709.837
266.0953100000001,278.31439989271746,-1.59,1709.939
274.44391999999993,280.2444922059889,-1.12,1710.039
295.60457,280.9089598541969,-0.57,1710.134
317.5457899999999,281.692138914424,-1.87,1710.231
357.33356000000003,277.79537780888165,-2.26,1710.337
384.22688,277.24691789826335,-2.62,1710.4470000000001
406.36455,279.12520908544417,-2.39,1710.561
436.9383399999999,279.9999146746923,-1.41,1710.672
488.13194,277.1056915049757,-2.38,1710.775
517.9561100000001,276.789519068584,-2.41,1710.8890000000001
551.6216199999999,276.5590465243607,-1.65,1711.0
557.4683299999999,278.4608975547629,-1.78,1711.104
582.40769,276.19603745957005,-1.58,1711.211
614.5245599999998,277.86971612986054,-2.5,1711.315
636.9992299999999,279.58805021854124,-1.86,1711.426
669.1763599999999,278.45496800258206,-2.33,1711.537
701.24993,277.098940914164,-2.09,1711.648
730.4335000000001,279.9902637416671,-2.91,1711.7649999999999
762.29546,279.29371083930937,-2.45,1711.878
793.1049599999999,279.72469920818,-2.01,1711.987
822.3277800000001,278.62300321449914,-1.99,1712.096
875.4102,279.42044060983585,-2.59,1712.21
914.12816,280.10552589040225,-2.74,1712.327
957.65264,277.4071684030988,-2.89,1712.444
982.65417,278.7402401551619,-2.13,1712.555
1017.57791,279.7987034131486,-2.43,1712.6680000000001
1019.27216,280.06452973881244,-2.39,1712.783
1040.07917,280.9161701585891,-3.07,1712.902
1049.17706,280.9667443357615,-2.8,1713.019
1070.2027,282.8444160166049,-2.41,1713.132
1099.4098,283.0944582572788,-2.83,1713.248
1115.6089,282.8416314024614,-2.11,1713.358
1146.2869,284.510584449478,-2.85,1713.475
